date,name,mobility_score
2020-05-07,Melbourne - Outer East,0.2131520186468444
2020-05-07,Melbourne - South East,0.22714262873120422
2020-05-07,Melbourne - West,0.19506357960761633
2020-05-07,Mornington Peninsula,0.2531676360673584
2020-05-07,all,0.16980080464097302
2020-05-08,Melbourne - Inner,0.18079865203930054
2020-05-08,Melbourne - Inner East,0.2079633903107736
2020-05-08,Melbourne - Inner South,0.2013410799142695
2020-05-08,Melbourne - North East,0.1988648565362914
2020-05-08,Melbourne - North West,0.2817227061490497
2020-05-08,Melbourne - Outer East,0.22087633314697047
2020-05-08,Melbourne - South East,0.2665624243242208
2020-05-08,Melbourne - West,0.2594958037153034
2020-05-08,Mornington Peninsula,0.2524946498089562
2020-05-08,all,0.19709762506376075
2020-05-09,Melbourne - Inner,0.07855850380867593
2020-05-09,Melbourne - Inner East,0.10964901572473933
2020-05-09,Melbourne - Inner South,0.15981173293961898
2020-05-09,Melbourne - North East,0.17630891574086346
2020-05-09,Melbourne - North West,0.30114049052110065
2020-05-09,Melbourne - Outer East,0.32142568271126576
2020-05-09,Melbourne - South East,0.23725743804584695
2020-05-09,Melbourne - West,0.2494821122366105
2020-05-09,Mornington Peninsula,0.21767494370169133
2020-05-09,all,0.12654061463113056
2020-05-10,Melbourne - Inner,0.07505831248940863
2020-05-10,Melbourne - Inner East,0.20803815021365207
2020-05-10,Melbourne - Inner South,0.19517499237701758
2020-05-10,Melbourne - North East,0.31461234129980087
2020-05-10,Melbourne - North West,0.544186535288751
2020-05-10,Melbourne - Outer East,0.27153593519191094
2020-05-10,Melbourne - South East,0.2749116310742184
2020-05-10,Melbourne - West,0.29248664919771705
2020-05-10,Mornington Peninsula,0.24004088166283985
2020-05-10,all,0.1549604570904662
2020-05-11,Melbourne - Inner,0.18298767633378976
2020-05-11,Melbourne - Inner East,0.17611241673227962
2020-05-11,Melbourne - Inner South,0.18864111956870727
2020-05-11,Melbourne - North East,0.19905418464759594
2020-05-11,Melbourne - North West,0.24622483909636844
2020-05-11,Melbourne - Outer East,0.2636392784497549
2020-05-11,Melbourne - South East,0.28186548209345713
