date,name,cases_rolling,facebook_mobility_score
2020-07-17,Bayside (C),0.7142857142857143,0.25430569495847577
2020-07-17,Boroondara (C),3.142857142857143,0.1570088007459132
2020-07-17,Brimbank (C),25.428571428571427,0.21992307720764367
2020-07-17,Cardinia (S),2.142857142857143,0.7464859525868989
2020-07-17,Casey (C),6.857142857142857,0.38801395812279593
2020-07-17,Darebin (C),7.428571428571429,0.2593387681316818
2020-07-17,Frankston (C),0.7142857142857143,0.23627356571990546
2020-07-17,Glen Eira (C),2.2857142857142856,0.16515196195212303
2020-07-17,Greater Dandenong (C),2.7142857142857144,0.3721319758954396
2020-07-17,Hobsons Bay (C),6.285714285714286,0.12993916152141066
2020-07-17,Hume (C),25.571428571428573,0.25006414334224364
2020-07-17,Kingston (C) (Vic.),,0.26791303786272724
2020-07-17,Knox (C),0.8571428571428571,0.4116556852079447
2020-07-17,Manningham (C),3.2857142857142856,0.1534102544572782
2020-07-17,Maribyrnong (C),8.285714285714286,0.22203755748581608
2020-07-17,Maroondah (C),0.8571428571428571,0.25536295176404356
2020-07-17,Melbourne (C),18.0,0.2222378389038097
2020-07-17,Melton (C),12.142857142857142,0.38732234347178407
2020-07-17,Monash (C),2.4285714285714284,0.1716948974283144
2020-07-17,Moonee Valley (C),20.571428571428573,0.19010960235665944
2020-07-17,Moreland (C),15.285714285714286,0.18012517096956746
2020-07-17,Mornington Peninsula (S),1.1428571428571428,0.1813095097269677
2020-07-17,Nillumbik (S),1.4285714285714286,-0.2120310040185747
2020-07-17,Port Phillip (C),2.2857142857142856,0.1984727167964412
2020-07-17,Stonnington (C),3.4285714285714284,0.22154963233790498
2020-07-17,Whitehorse (C),3.857142857142857,0.2672475956870356
2020-07-17,Whittlesea (C),14.285714285714286,0.31877833812571915
2020-07-17,Wyndham (C),31.571428571428573,0.3551941412270802
2020-07-17,Yarra (C),9.142857142857142,0.164593715545531
2020-07-17,all,244.42857142857142,0.212905528564893
2020-07-17,highSE,32.714285714285715,0.1958973582982435
2020-07-17,lowSE,103.42857142857143,0.26515668589023084
2020-07-17,midSE,108.28571428571429,0.1977095863170852
2020-07-18,Banyule (C),13.0,0.10922216053159883
2020-07-18,Bayside (C),0.7142857142857143,0.24705309329593708
2020-07-18,Boroondara (C),3.142857142857143,0.14377545204870376
2020-07-18,Brimbank (C),26.857142857142858,0.1217739328569214
2020-07-18,Cardinia (S),2.5714285714285716,0.5330834425742166
2020-07-18,Casey (C),7.857142857142857,0.2977956916470878
2020-07-18,Darebin (C),6.142857142857143,0.09650594390843016
2020-07-18,Frankston (C),1.1428571428571428,0.09236279139155779
2020-07-18,Glen Eira (C),2.2857142857142856,0.1286218821268887
2020-07-18,Greater Dandenong (C),4.285714285714286,0.21382197232077482
2020-07-18,Hobsons Bay (C),6.285714285714286,
2020-07-18,Hume (C),25.142857142857142,0.13272848044135802
2020-07-18,Kingston (C) (Vic.),,0.17202304510798183
2020-07-18,Knox (C),1.2857142857142858,0.0658259772379266
2020-07-18,Manningham (C),3.2857142857142856,0.059892892833680426
2020-07-18,Maribyrnong (C),7.714285714285714,0.07746739273264994
2020-07-18,Maroondah (C),0.8571428571428571,0.27909573931529713
2020-07-18,Melbourne (C),18.428571428571427,0.09582142671621041
2020-07-18,Melton (C),13.428571428571429,0.3829728028513955
2020-07-18,Monash (C),2.857142857142857,0.12451502523104928
2020-07-18,Moonee Valley (C),19.571428571428573,0.10353016376856906
2020-07-18,Moreland (C),16.857142857142858,0.07592909414230613
2020-07-18,Mornington Peninsula (S),1.1428571428571428,
2020-07-18,Nillumbik (S),1.4285714285714286,
2020-07-18,Port Phillip (C),2.4285714285714284,0.052178302424758516
2020-07-18,Stonnington (C),3.5714285714285716,0.09364871189644998
2020-07-18,Whitehorse (C),3.4285714285714284,0.18921832731951588
2020-07-18,Whittlesea (C),15.571428571428571,0.2064406442189935
2020-07-18,Wyndham (C),33.142857142857146,0.039648867790336766
2020-07-18,Yarra (C),10.571428571428571,0.05835489460717725
2020-07-18,all,255.0,0.08907839269729179
2020-07-18,highSE,33.285714285714285,0.09351327961909167
2020-07-18,lowSE,108.14285714285714,0.10823490764567284
2020-07-18,midSE,113.57142857142857,0.08989372592007579
2020-07-19,Banyule (C),13.428571428571429,0.08158500897141122
2020-07-19,Bayside (C),1.2857142857142858,
2020-07-19,Boroondara (C),3.5714285714285716,0.09186566894882761
2020-07-19,Brimbank (C),28.714285714285715,0.020459473933252648
2020-07-19,Cardinia (S),2.7142857142857144,-0.015333129208053667
2020-07-19,Casey (C),9.714285714285714,0.07953385722866764
2020-07-19,Darebin (C),6.857142857142857,0.14135303209862657
2020-07-19,Frankston (C),1.5714285714285714,-0.0008184367550366831
2020-07-19,Glen Eira (C),2.4285714285714284,0.008492562326321371
2020-07-19,Greater Dandenong (C),4.714285714285714,0.13955235478199862
2020-07-19,Hobsons Bay (C),6.285714285714286,
2020-07-19,Hume (C),25.142857142857142,0.1758104512534564
2020-07-19,Kingston (C) (Vic.),,0.5067233322204254
2020-07-19,Knox (C),1.4285714285714286,
2020-07-19,Manningham (C),3.4285714285714284,
2020-07-19,Maribyrnong (C),10.142857142857142,0.13984386874797256
2020-07-19,Maroondah (C),0.8571428571428571,0.29313884919281763
2020-07-19,Melbourne (C),18.857142857142858,0.04231213719591261
2020-07-19,Melton (C),12.714285714285714,0.29112197839107273
2020-07-19,Monash (C),3.4285714285714284,0.14931244580954536
2020-07-19,Moonee Valley (C),17.571428571428573,0.061592150380653854
2020-07-19,Moreland (C),16.571428571428573,0.09699839400829996
2020-07-19,Mornington Peninsula (S),1.1428571428571428,
2020-07-19,Nillumbik (S),1.5714285714285714,
2020-07-19,Port Phillip (C),2.7142857142857144,0.028467171101474523
2020-07-19,Stonnington (C),3.2857142857142856,0.035538688275168644
2020-07-19,Whitehorse (C),3.5714285714285716,0.30491042011195957
2020-07-19,Whittlesea (C),16.142857142857142,0.2507407350940734
2020-07-19,Wyndham (C),34.142857142857146,0.003597699055609765
2020-07-19,Yarra (C),11.571428571428571,0.06415346766017559
2020-07-19,all,265.57142857142856,0.054344982867849854
2020-07-19,highSE,35.285714285714285,0.028320659262077254
2020-07-19,lowSE,115.71428571428571,0.1100995847184333
2020-07-19,midSE,114.57142857142857,0.05202016194630007
2020-07-20,Banyule (C),13.0,0.10820862844606056
2020-07-20,Bayside (C),1.4285714285714286,0.15962467988366014
2020-07-20,Boroondara (C),3.5714285714285716,0.2100922964545841
2020-07-20,Brimbank (C),27.714285714285715,0.17529553657450125
2020-07-20,Cardinia (S),2.2857142857142856,0.5273668531143793
2020-07-20,Casey (C),12.0,0.18629287264229033
2020-07-20,Darebin (C),6.857142857142857,0.231860538098066
2020-07-20,Frankston (C),1.8571428571428572,0.1708182409983182
2020-07-20,Glen Eira (C),2.4285714285714284,0.19682943071340395
2020-07-20,Greater Dandenong (C),5.142857142857143,0.3032330543718186
2020-07-20,Hobsons Bay (C),6.714285714285714,0.11572839617009505
2020-07-20,Hume (C),25.857142857142858,0.22921243508493155
2020-07-20,Kingston (C) (Vic.),,0.3317066554042049
2020-07-20,Knox (C),1.5714285714285714,0.12677577141573523
2020-07-20,Manningham (C),2.857142857142857,0.2542565907757895
2020-07-20,Maribyrnong (C),11.857142857142858,0.18146161417315262
2020-07-20,Maroondah (C),1.1428571428571428,0.3273444157728753
2020-07-20,Melbourne (C),17.285714285714285,0.1747091481095008
2020-07-20,Melton (C),12.857142857142858,0.534027212254573
2020-07-20,Monash (C),4.571428571428571,0.14297220399487118
2020-07-20,Moonee Valley (C),17.142857142857142,0.11913573050881275
2020-07-20,Moreland (C),20.428571428571427,0.11326563215746674
2020-07-20,Mornington Peninsula (S),1.5714285714285714,0.2615080240065111
2020-07-20,Nillumbik (S),1.1428571428571428,
2020-07-20,Port Phillip (C),3.4285714285714284,0.1970804682254524
2020-07-20,Stonnington (C),3.2857142857142856,0.2381366258215104
2020-07-20,Whitehorse (C),3.5714285714285716,0.10700422214913874
2020-07-20,Whittlesea (C),17.571428571428573,0.26565969344376217
2020-07-20,Wyndham (C),34.42857142857143,0.20372590175771538
2020-07-20,Yarra (C),11.857142857142858,0.21555319277390758
2020-07-20,all,275.42857142857144,0.19032447694504237
2020-07-20,highSE,34.714285714285715,0.20019367417248563
2020-07-20,lowSE,121.71428571428571,0.21688205676153718
2020-07-20,midSE,119.0,0.17739436073991033
2020-07-21,Banyule (C),14.428571428571429,0.28178112176274706
2020-07-21,Bayside (C),1.4285714285714286,0.14039401555900377
2020-07-21,Boroondara (C),4.0,0.14384152462766858
2020-07-21,Brimbank (C),36.42857142857143,0.12958722390127833
2020-07-21,Cardinia (S),1.8571428571428572,0.582841297911038
2020-07-21,Casey (C),12.571428571428571,0.3687278347814172
2020-07-21,Darebin (C),7.428571428571429,0.18389047208649992
2020-07-21,Frankston (C),2.0,0.20731961301372856
2020-07-21,Glen Eira (C),2.2857142857142856,0.15407425574837813
2020-07-21,Greater Dandenong (C),6.0,0.3270977560667862
2020-07-21,Hobsons Bay (C),6.428571428571429,
2020-07-21,Hume (C),29.142857142857142,0.2013388996702311
2020-07-21,Kingston (C) (Vic.),,0.4664658335541743
2020-07-21,Knox (C),2.142857142857143,0.3577653587619289
2020-07-21,Manningham (C),2.7142857142857144,0.1049193270285358
2020-07-21,Maribyrnong (C),11.857142857142858,0.21571529499576778
2020-07-21,Maroondah (C),1.2857142857142858,0.1447787865109248
2020-07-21,Melbourne (C),19.714285714285715,0.18604458336303484
2020-07-21,Melton (C),14.142857142857142,0.2544676789315258
2020-07-21,Monash (C),5.0,0.1643647792734648
2020-07-21,Moonee Valley (C),16.0,0.18537602196181227
2020-07-21,Moreland (C),21.571428571428573,0.19019155717676975
2020-07-21,Mornington Peninsula (S),1.1428571428571428,0.4330691192321441
2020-07-21,Nillumbik (S),2.2857142857142856,
2020-07-21,Port Phillip (C),3.2857142857142856,0.22148336640779126
2020-07-21,Stonnington (C),3.4285714285714284,0.17166384954262667
2020-07-21,Whitehorse (C),3.0,0.22034479982052224
2020-07-21,Whittlesea (C),20.428571428571427,0.037063421534515126
2020-07-21,Wyndham (C),39.42857142857143,0.1762933347673277
2020-07-21,Yarra (C),13.857142857142858,0.19415353714698894
2020-07-21,all,305.2857142857143,0.18695489617758895
2020-07-21,highSE,36.857142857142854,0.18157635176423245
2020-07-21,lowSE,140.0,0.1838998312498853
2020-07-21,midSE,128.42857142857142,0.1912118244383347
2020-07-22,Banyule (C),12.142857142857142,0.09514805411397535
2020-07-22,Bayside (C),1.8571428571428572,0.14907027302525844
2020-07-22,Boroondara (C),4.428571428571429,0.09242543491750663
2020-07-22,Brimbank (C),40.714285714285715,0.19695388013659365
2020-07-22,Cardinia (S),2.2857142857142856,0.5551139539523152
2020-07-22,Casey (C),13.857142857142858,0.44168190418867365
2020-07-22,Darebin (C),7.428571428571429,0.12650012380096054
2020-07-22,Frankston (C),2.0,0.20300065883336874
2020-07-22,Glen Eira (C),1.8571428571428572,0.13302554042564074
2020-07-22,Greater Dandenong (C),7.428571428571429,0.30056863502282966
2020-07-22,Hobsons Bay (C),5.714285714285714,0.18967477864700746
2020-07-22,Hume (C),29.428571428571427,0.06487725026229742
2020-07-22,Kingston (C) (Vic.),,0.4136928860746222
2020-07-22,Knox (C),2.7142857142857144,0.20036064942680348
2020-07-22,Manningham (C),2.2857142857142856,0.02438871876191616
2020-07-22,Maribyrnong (C),12.0,0.15145458084912136
2020-07-22,Maroondah (C),1.5714285714285714,0.18914028910826597
2020-07-22,Melbourne (C),19.428571428571427,0.19125207454569038
2020-07-22,Melton (C),15.428571428571429,0.2874557423332626
2020-07-22,Monash (C),4.571428571428571,0.13567626399801758
2020-07-22,Moonee Valley (C),14.714285714285714,0.13533830125972832
2020-07-22,Moreland (C),22.142857142857142,0.17873971862859042
2020-07-22,Mornington Peninsula (S),1.1428571428571428,0.3678749359182648
2020-07-22,Nillumbik (S),1.8571428571428572,
2020-07-22,Port Phillip (C),3.857142857142857,0.18489744341719774
2020-07-22,Stonnington (C),2.5714285714285716,0.18987404129395735
2020-07-22,Whitehorse (C),3.142857142857143,0.25211662662795126
2020-07-22,Whittlesea (C),22.714285714285715,0.23109734896351866
2020-07-22,Wyndham (C),40.714285714285715,0.20497625455991259
2020-07-22,Yarra (C),13.857142857142858,0.13997758678580374
2020-07-22,all,313.85714285714283,0.1599769519579905
2020-07-22,highSE,34.0,0.15103890802247563
2020-07-22,lowSE,151.0,0.17197696478707186
2020-07-22,midSE,128.85714285714286,0.1748034498255058
2020-07-23,Banyule (C),9.857142857142858,0.19719213558268206
2020-07-23,Bayside (C),3.142857142857143,0.20006023611797052
2020-07-23,Boroondara (C),4.285714285714286,0.11873615775846484
2020-07-23,Brimbank (C),40.0,0.04899139483140161
2020-07-23,Cardinia (S),2.4285714285714284,0.3471915533817851
2020-07-23,Casey (C),14.428571428571429,0.23478100609866923
2020-07-23,Darebin (C),7.285714285714286,0.1256391160498709
2020-07-23,Frankston (C),1.8571428571428572,0.27499271225422117
2020-07-23,Glen Eira (C),1.7142857142857142,0.15337645320109458
2020-07-23,Greater Dandenong (C),7.142857142857143,0.30962778467668245
2020-07-23,Hobsons Bay (C),5.142857142857143,-0.003318913444582436
2020-07-23,Hume (C),26.285714285714285,0.18419908934395274
2020-07-23,Kingston (C) (Vic.),,0.26333621685355063
2020-07-23,Knox (C),2.4285714285714284,0.45596118126209834
2020-07-23,Manningham (C),2.142857142857143,0.048600544134664976
2020-07-23,Maribyrnong (C),12.142857142857142,0.12150762287628245
2020-07-23,Maroondah (C),1.4285714285714286,0.23698178735172282
2020-07-23,Melbourne (C),16.857142857142858,0.16202342026618494
2020-07-23,Melton (C),13.857142857142858,0.2235758685596187
2020-07-23,Monash (C),4.571428571428571,0.15199525363053776
2020-07-23,Moonee Valley (C),13.0,0.10753574448216825
2020-07-23,Moreland (C),21.571428571428573,0.16083130833376633
2020-07-23,Mornington Peninsula (S),1.0,0.1396651076399414
2020-07-23,Nillumbik (S),1.8571428571428572,
2020-07-23,Port Phillip (C),3.0,0.1471907887897159
2020-07-23,Stonnington (C),1.8571428571428572,0.18545712832587272
2020-07-23,Whitehorse (C),3.7142857142857144,0.04636686159083966
2020-07-23,Whittlesea (C),22.428571428571427,0.19038213714342309
2020-07-23,Wyndham (C),39.142857142857146,0.1803734613133977
2020-07-23,Yarra (C),13.0,0.17127306770046732
2020-07-23,all,297.57142857142856,0.14804689860152645
2020-07-23,highSE,31.571428571428573,0.1429042407456151
2020-07-23,lowSE,145.42857142857142,0.14405531149043715
2020-07-23,midSE,120.57142857142857,0.15810267729976749
2020-07-24,Banyule (C),10.714285714285714,0.11217985829595213
2020-07-24,Bayside (C),3.5714285714285716,-0.016141154376981603
2020-07-24,Boroondara (C),5.0,0.1853548431763861
2020-07-24,Brimbank (C),44.57142857142857,0.15780012777214122
2020-07-24,Cardinia (S),2.4285714285714284,0.4633501131461656
2020-07-24,Casey (C),14.714285714285714,0.2560415700574755
2020-07-24,Darebin (C),7.285714285714286,0.16565933500017277
2020-07-24,Frankston (C),2.0,0.3062716074170003
2020-07-24,Glen Eira (C),2.0,0.1976589862162986
2020-07-24,Greater Dandenong (C),9.142857142857142,0.21069733900633497
2020-07-24,Hobsons Bay (C),5.142857142857143,0.237777124586466
2020-07-24,Hume (C),25.857142857142858,0.20036954555247366
2020-07-24,Kingston (C) (Vic.),,0.09722130931869791
2020-07-24,Knox (C),3.142857142857143,0.13150864369636062
2020-07-24,Manningham (C),2.2857142857142856,0.15238870550043154
2020-07-24,Maribyrnong (C),13.142857142857142,0.174988781388999
2020-07-24,Maroondah (C),1.5714285714285714,0.11570511664113883
2020-07-24,Melbourne (C),17.285714285714285,0.20176278176978266
2020-07-24,Melton (C),16.285714285714285,0.2519632184790657
2020-07-24,Monash (C),5.0,0.2035944267273754
2020-07-24,Moonee Valley (C),13.142857142857142,0.14802184194081738
2020-07-24,Moreland (C),21.714285714285715,0.17981714814687566
2020-07-24,Mornington Peninsula (S),1.1428571428571428,0.36457739782725984
2020-07-24,Nillumbik (S),2.142857142857143,
2020-07-24,Port Phillip (C),4.285714285714286,0.1609338923703591
2020-07-24,Stonnington (C),2.142857142857143,0.20375772260779282
2020-07-24,Whitehorse (C),3.5714285714285716,0.014907115979674859
2020-07-24,Whittlesea (C),23.285714285714285,0.14708642893288473
2020-07-24,Wyndham (C),38.57142857142857,0.2284184492485139
2020-07-24,Yarra (C),12.428571428571429,0.12257355548176115
2020-07-24,all,313.57142857142856,0.16738131593140643
2020-07-24,highSE,35.714285714285715,0.1550704972759794
2020-07-24,lowSE,156.28571428571428,0.18591267308456236
2020-07-24,midSE,121.57142857142857,0.1675314993326078
2020-07-25,Banyule (C),9.857142857142858,-0.006073151820539464
2020-07-25,Bayside (C),4.142857142857143,-0.0014328284326043323
2020-07-25,Boroondara (C),4.714285714285714,0.16806902574469387
2020-07-25,Brimbank (C),48.42857142857143,0.11265294575292746
2020-07-25,Cardinia (S),1.8571428571428572,0.40096500644556204
2020-07-25,Casey (C),14.714285714285714,0.3345789708227421
2020-07-25,Darebin (C),8.0,0.09917035561740165
2020-07-25,Frankston (C),3.0,0.23710467879775057
2020-07-25,Glen Eira (C),2.5714285714285716,0.11341443128592191
2020-07-25,Greater Dandenong (C),8.285714285714286,0.16385607942759026
2020-07-25,Hobsons Bay (C),5.142857142857143,
2020-07-25,Hume (C),24.285714285714285,0.12492345957465978
2020-07-25,Kingston (C) (Vic.),,0.1401761590222474
2020-07-25,Knox (C),3.5714285714285716,0.2240281826985147
2020-07-25,Manningham (C),1.8571428571428572,-0.011150953426888672
2020-07-25,Maribyrnong (C),13.857142857142858,0.14025146828949114
2020-07-25,Maroondah (C),1.7142857142857142,0.14903799175966417
2020-07-25,Melbourne (C),16.714285714285715,0.08529332145802714
2020-07-25,Melton (C),16.714285714285715,0.44730238879965056
2020-07-25,Monash (C),5.571428571428571,0.04554071065390111
2020-07-25,Moonee Valley (C),12.857142857142858,0.1079918717907752
2020-07-25,Moreland (C),25.285714285714285,0.0785413541588053
2020-07-25,Mornington Peninsula (S),1.1428571428571428,0.2846965165733154
2020-07-25,Nillumbik (S),3.5714285714285716,
2020-07-25,Port Phillip (C),4.285714285714286,0.04900953411864011
2020-07-25,Stonnington (C),2.2857142857142856,0.11240533713744925
2020-07-25,Whitehorse (C),4.0,0.15211137477953932
2020-07-25,Whittlesea (C),23.857142857142858,0.22376317230993845
2020-07-25,Wyndham (C),38.714285714285715,0.09727180847142096
2020-07-25,Yarra (C),10.571428571428571,0.08353904607145882
2020-07-25,all,321.57142857142856,0.09334137630278808
2020-07-25,highSE,37.285714285714285,0.08962671981462449
2020-07-25,lowSE,161.14285714285714,0.13615856180094765
2020-07-25,midSE,123.14285714285714,0.087856682103657
2020-07-26,Banyule (C),9.285714285714286,0.011732348525948405
2020-07-26,Bayside (C),3.5714285714285716,
2020-07-26,Boroondara (C),4.571428571428571,0.01600223835222994
2020-07-26,Brimbank (C),49.714285714285715,0.036294834012372705
2020-07-26,Cardinia (S),2.2857142857142856,0.15151740769911073
2020-07-26,Casey (C),16.714285714285715,0.3820667185660452
2020-07-26,Darebin (C),8.571428571428571,0.08888330387352165
2020-07-26,Frankston (C),3.0,-0.0493986843190428
2020-07-26,Glen Eira (C),3.2857142857142856,0.00420024427739743
2020-07-26,Greater Dandenong (C),10.285714285714286,0.061325352120666206
2020-07-26,Hobsons Bay (C),6.0,
2020-07-26,Hume (C),27.571428571428573,0.21351779514839728
2020-07-26,Kingston (C) (Vic.),,0.10408669213953521
2020-07-26,Knox (C),4.0,
2020-07-26,Manningham (C),2.142857142857143,
2020-07-26,Maribyrnong (C),13.142857142857142,0.07900788279609594
2020-07-26,Maroondah (C),2.5714285714285716,0.4157343154104081
2020-07-26,Melbourne (C),17.142857142857142,0.04326392316889357
2020-07-26,Melton (C),19.428571428571427,0.2961563515157901
2020-07-26,Monash (C),5.285714285714286,0.13641195728919067
2020-07-26,Moonee Valley (C),12.428571428571429,0.17595055361729053
2020-07-26,Moreland (C),25.0,0.12477241473613705
2020-07-26,Mornington Peninsula (S),1.1428571428571428,0.004940802216720868
2020-07-26,Nillumbik (S),3.857142857142857,
2020-07-26,Port Phillip (C),4.0,0.017207530740840186
2020-07-26,Stonnington (C),2.857142857142857,0.06337101490490128
2020-07-26,Whitehorse (C),4.0,0.015323165179343292
2020-07-26,Whittlesea (C),32.57142857142857,0.15385582765279174
2020-07-26,Wyndham (C),42.57142857142857,0.22839998847275875
2020-07-26,Yarra (C),10.428571428571429,0.05400502200166067
2020-07-26,all,347.42857142857144,0.04930434771573129
2020-07-26,highSE,37.57142857142857,0.01902742729552562
2020-07-26,lowSE,181.0,0.08750504396204178
2020-07-26,midSE,128.85714285714286,0.05749137982834349
2020-07-27,Banyule (C),8.714285714285714,0.2528760714620413
2020-07-27,Bayside (C),3.5714285714285716,0.1269678494158495
2020-07-27,Boroondara (C),4.857142857142857,0.15201520789582856
2020-07-27,Brimbank (C),53.285714285714285,0.05618667463996488
2020-07-27,Cardinia (S),2.142857142857143,0.42550553983040534
2020-07-27,Casey (C),15.571428571428571,0.2384485853734796
2020-07-27,Darebin (C),8.571428571428571,0.22071867842970228
2020-07-27,Frankston (C),2.857142857142857,0.26352761673660763
2020-07-27,Glen Eira (C),3.4285714285714284,0.18164735699227808
2020-07-27,Greater Dandenong (C),13.142857142857142,0.2990360187765703
2020-07-27,Hobsons Bay (C),5.714285714285714,0.14066723352065008
2020-07-27,Hume (C),25.714285714285715,0.29818982477138106
2020-07-27,Kingston (C) (Vic.),,0.11081548688447308
2020-07-27,Knox (C),4.142857142857143,0.35205583941077073
2020-07-27,Manningham (C),2.4285714285714284,0.10185795467224697
2020-07-27,Maribyrnong (C),11.571428571428571,0.22938351283492575
2020-07-27,Maroondah (C),2.5714285714285716,-0.04083071664860588
2020-07-27,Melbourne (C),18.714285714285715,0.18594435884408525
2020-07-27,Melton (C),22.428571428571427,0.4348584858229326
2020-07-27,Monash (C),5.142857142857143,0.12406319885947659
2020-07-27,Moonee Valley (C),10.428571428571429,0.04924177403905883
2020-07-27,Moreland (C),22.857142857142858,0.19315327491730808
2020-07-27,Mornington Peninsula (S),0.5714285714285714,0.4181711915610309
2020-07-27,Nillumbik (S),4.285714285714286,
2020-07-27,Port Phillip (C),3.5714285714285716,0.13507275960652687
2020-07-27,Stonnington (C),3.142857142857143,0.1679702265451502
2020-07-27,Whitehorse (C),3.7142857142857144,0.2644154608970989
2020-07-27,Whittlesea (C),32.714285714285715,0.13512845938427742
2020-07-27,Wyndham (C),43.57142857142857,0.24162979419044722
2020-07-27,Yarra (C),10.571428571428571,0.15815065668092884
2020-07-27,all,350.0,0.16870754059105117
2020-07-27,highSE,37.714285714285715,0.16147158800812728
2020-07-27,lowSE,185.85714285714286,0.22342218608925182
2020-07-27,midSE,126.42857142857143,0.1557279341819597
2020-07-28,Banyule (C),7.142857142857143,0.05392761590282854
2020-07-28,Bayside (C),3.5714285714285716,0.1906224328262524
2020-07-28,Boroondara (C),4.142857142857143,0.1567501889604164
2020-07-28,Brimbank (C),48.857142857142854,0.023937284411684415
2020-07-28,Cardinia (S),2.0,0.3816345132370266
2020-07-28,Casey (C),16.142857142857142,0.36981895548375854
2020-07-28,Darebin (C),8.285714285714286,0.13466218776568384
2020-07-28,Frankston (C),2.857142857142857,0.22771921476476517
2020-07-28,Glen Eira (C),3.4285714285714284,0.09985537499698807
2020-07-28,Greater Dandenong (C),13.285714285714286,0.2522010342910833
2020-07-28,Hobsons Bay (C),5.428571428571429,0.07942558903096396
2020-07-28,Hume (C),22.0,0.3111684718076456
2020-07-28,Kingston (C) (Vic.),,0.23144865310984503
2020-07-28,Knox (C),4.0,0.6060297270115174
2020-07-28,Manningham (C),2.5714285714285716,0.010522588631794835
2020-07-28,Maribyrnong (C),12.142857142857142,0.1496688526769975
2020-07-28,Maroondah (C),2.5714285714285716,0.0899378855674511
2020-07-28,Melbourne (C),15.285714285714286,0.17278148511669766
2020-07-28,Melton (C),23.428571428571427,0.23118556776416196
2020-07-28,Monash (C),5.142857142857143,0.21820084945601018
2020-07-28,Moonee Valley (C),9.571428571428571,0.1461478690253761
2020-07-28,Moreland (C),21.428571428571427,0.19182332292393808
2020-07-28,Mornington Peninsula (S),0.5714285714285714,0.2658978780688094
2020-07-28,Nillumbik (S),3.0,
2020-07-28,Port Phillip (C),4.0,0.14878006452102094
2020-07-28,Stonnington (C),3.0,0.19760920320479713
2020-07-28,Whitehorse (C),4.0,0.16923946456760872
2020-07-28,Whittlesea (C),32.57142857142857,0.1416773670701712
2020-07-28,Wyndham (C),38.57142857142857,0.17988205805842672
2020-07-28,Yarra (C),8.285714285714286,0.13508033521449692
2020-07-28,all,327.2857142857143,0.15790750374569437
2020-07-28,highSE,34.857142857142854,0.15344650323253659
2020-07-28,lowSE,179.57142857142858,0.1564469010757951
2020-07-28,midSE,112.85714285714286,0.16117013927931412
2020-07-29,Banyule (C),8.285714285714286,0.0968628505412702
2020-07-29,Bayside (C),4.0,0.06981539638453164
2020-07-29,Boroondara (C),3.857142857142857,0.11693951905964355
2020-07-29,Brimbank (C),49.857142857142854,0.09202031614267957
2020-07-29,Cardinia (S),3.142857142857143,0.7199321858569201
2020-07-29,Casey (C),20.714285714285715,0.14710813535412745
2020-07-29,Darebin (C),8.714285714285714,0.1424490510946254
2020-07-29,Frankston (C),3.0,0.23632569337714412
2020-07-29,Glen Eira (C),4.0,0.1518192413161454
2020-07-29,Greater Dandenong (C),13.857142857142858,0.16234180976812593
2020-07-29,Hobsons Bay (C),6.142857142857143,0.05430582574386375
2020-07-29,Hume (C),25.714285714285715,0.14549877654566848
2020-07-29,Kingston (C) (Vic.),,0.3195123642179407
2020-07-29,Knox (C),3.7142857142857144,0.2949617559684645
2020-07-29,Manningham (C),2.5714285714285716,0.019456206458531595
2020-07-29,Maribyrnong (C),14.0,0.1815652719088802
2020-07-29,Maroondah (C),2.7142857142857144,0.19215082347673645
2020-07-29,Melbourne (C),15.142857142857142,0.17363736463704968
2020-07-29,Melton (C),28.142857142857142,0.23401624288079276
2020-07-29,Monash (C),5.571428571428571,0.0881817600656341
2020-07-29,Moonee Valley (C),11.857142857142858,0.07182584177924226
2020-07-29,Moreland (C),23.857142857142858,0.13836692807890413
2020-07-29,Mornington Peninsula (S),0.5714285714285714,0.41466406588415317
2020-07-29,Nillumbik (S),3.4285714285714284,
2020-07-29,Port Phillip (C),4.428571428571429,0.22369065161558413
2020-07-29,Stonnington (C),3.5714285714285716,0.17890061418921682
2020-07-29,Whitehorse (C),3.857142857142857,0.1021122917794558
2020-07-29,Whittlesea (C),34.857142857142854,0.13758222109206283
2020-07-29,Wyndham (C),42.0,0.17439561165183232
2020-07-29,Yarra (C),8.571428571428571,0.14923590239056014
2020-07-29,all,360.14285714285717,0.1475168174831738
2020-07-29,highSE,38.0,0.15433600511641934
2020-07-29,lowSE,198.85714285714286,0.15148839710733228
2020-07-29,midSE,123.28571428571429,0.15381244816193917
2020-07-30,Banyule (C),7.571428571428571,0.12564190862264096
2020-07-30,Bayside (C),4.0,0.04695003062429951
2020-07-30,Boroondara (C),4.428571428571429,0.12302782639792761
2020-07-30,Brimbank (C),50.0,0.10347423249001818
2020-07-30,Cardinia (S),2.7142857142857144,0.3547156865965806
2020-07-30,Casey (C),23.0,0.2842393991945309
2020-07-30,Darebin (C),11.285714285714286,0.14675499187322508
2020-07-30,Frankston (C),4.0,0.230745929340685
2020-07-30,Glen Eira (C),4.571428571428571,0.18136750134398513
2020-07-30,Greater Dandenong (C),15.428571428571429,0.21635549847923924
2020-07-30,Hobsons Bay (C),6.714285714285714,0.060365740279532315
2020-07-30,Hume (C),29.571428571428573,0.22879857836370965
