date,name,cases_rolling,facebook_mobility_score
2020-10-16,Darebin (C),0.42857142857142855,0.06762055228661028
2020-10-16,Frankston (C),0.14285714285714285,0.20488250753147288
2020-10-16,Glen Eira (C),0.14285714285714285,0.10989398903789804
2020-10-16,Greater Dandenong (C),0.42857142857142855,0.14776229076592043
2020-10-16,Hobsons Bay (C),0.5714285714285714,0.17598148206618736
2020-10-16,Hume (C),0.8571428571428571,0.21076900402747914
2020-10-16,Kingston (C) (Vic.),,0.12615815587470516
2020-10-16,Knox (C),0.14285714285714285,0.12574521514706397
2020-10-16,Manningham (C),0.14285714285714285,
2020-10-16,Maribyrnong (C),0.0,0.12065589824264752
2020-10-16,Maroondah (C),0.0,0.12456057628134012
2020-10-16,Melbourne (C),0.14285714285714285,0.08328628929959549
2020-10-16,Melton (C),0.14285714285714285,0.27634300454810384
2020-10-16,Monash (C),1.0,0.07263619087861915
2020-10-16,Moonee Valley (C),0.0,0.08384100450023284
2020-10-16,Moreland (C),0.0,0.06538342922543028
2020-10-16,Mornington Peninsula (S),0.0,0.10815787307336641
2020-10-16,Nillumbik (S),0.0,
2020-10-16,Port Phillip (C),0.14285714285714285,0.10504266233345941
2020-10-16,Stonnington (C),0.14285714285714285,0.08233122230821195
2020-10-16,Whitehorse (C),0.7142857142857143,0.14067901663682839
2020-10-16,Whittlesea (C),0.14285714285714285,0.17132907866661726
2020-10-16,Wyndham (C),0.2857142857142857,0.08393226356365134
2020-10-16,Yarra (C),0.0,0.09576312649577257
2020-10-16,all,6.857142857142857,0.09520663814958569
2020-10-16,highSE,2.2857142857142856,0.08282983108342164
2020-10-16,lowSE,2.4285714285714284,0.1357940603895689
2020-10-16,midSE,2.142857142857143,0.0850606679768482
2020-10-17,Banyule (C),1.0,0.13669982557440563
2020-10-17,Bayside (C),0.0,0.07494059585063192
2020-10-17,Boroondara (C),0.0,0.056536797056190365
2020-10-17,Brimbank (C),0.0,0.21392544391502802
2020-10-17,Cardinia (S),0.0,0.1809459378713451
2020-10-17,Casey (C),0.14285714285714285,0.03526884375756239
2020-10-17,Darebin (C),0.2857142857142857,0.08467982811660586
2020-10-17,Frankston (C),0.0,0.18282675211896837
2020-10-17,Glen Eira (C),0.14285714285714285,0.1191329522989569
2020-10-17,Greater Dandenong (C),0.42857142857142855,0.13673589140594491
2020-10-17,Hobsons Bay (C),0.0,
2020-10-17,Hume (C),1.1428571428571428,0.2834467899982981
2020-10-17,Kingston (C) (Vic.),,0.007520800431484878
2020-10-17,Knox (C),0.14285714285714285,0.0711213375641073
2020-10-17,Manningham (C),0.14285714285714285,0.05803963451995813
2020-10-17,Maribyrnong (C),0.0,0.08897381056158847
2020-10-17,Maroondah (C),0.0,-0.008641008498328875
2020-10-17,Melbourne (C),0.14285714285714285,0.06399102805676722
2020-10-17,Melton (C),0.14285714285714285,0.31027555214139435
2020-10-17,Monash (C),0.5714285714285714,0.07381467917102993
2020-10-17,Moonee Valley (C),0.0,0.09234133311859348
2020-10-17,Moreland (C),0.0,0.027674820291303297
2020-10-17,Mornington Peninsula (S),0.0,0.0064700166635378266
2020-10-17,Nillumbik (S),0.0,
2020-10-17,Port Phillip (C),0.14285714285714285,0.09473764377830098
2020-10-17,Stonnington (C),0.14285714285714285,0.1265343224162838
2020-10-17,Whitehorse (C),0.5714285714285714,0.01608273578463932
2020-10-17,Whittlesea (C),0.14285714285714285,-0.017793411119681853
2020-10-17,Wyndham (C),0.14285714285714285,0.19872121754681957
2020-10-17,Yarra (C),0.0,0.12181156910057837
2020-10-17,all,5.428571428571429,0.08559855446913149
2020-10-17,highSE,2.142857142857143,0.09947210846572667
2020-10-17,lowSE,2.2857142857142856,0.11787137579409865
2020-10-17,midSE,1.0,0.07214282502333363
2020-10-18,Banyule (C),0.5714285714285714,0.1434996882711379
2020-10-18,Bayside (C),0.0,
2020-10-18,Boroondara (C),0.0,0.1361649739741396
2020-10-18,Brimbank (C),0.0,0.29963979503616467
2020-10-18,Cardinia (S),0.0,
2020-10-18,Casey (C),0.14285714285714285,0.2094036880836666
2020-10-18,Darebin (C),0.14285714285714285,0.08258458665077918
2020-10-18,Frankston (C),0.0,0.1313330833768515
2020-10-18,Glen Eira (C),0.14285714285714285,0.15808066040418794
2020-10-18,Greater Dandenong (C),0.2857142857142857,0.3098041429448547
2020-10-18,Hobsons Bay (C),0.0,0.24517643635413286
2020-10-18,Hume (C),1.1428571428571428,0.3431760084017773
2020-10-18,Kingston (C) (Vic.),,-0.021689817899974623
2020-10-18,Knox (C),0.14285714285714285,
2020-10-18,Manningham (C),0.14285714285714285,
2020-10-18,Maribyrnong (C),0.0,0.0987317711579961
2020-10-18,Maroondah (C),0.0,0.13216801295948732
2020-10-18,Melbourne (C),0.14285714285714285,0.05060183525942329
2020-10-18,Melton (C),0.0,0.24331094595440864
2020-10-18,Monash (C),0.0,0.15442487346544606
2020-10-18,Moonee Valley (C),0.0,0.07811228104866706
2020-10-18,Moreland (C),0.0,0.10383142941490572
2020-10-18,Mornington Peninsula (S),0.0,
2020-10-18,Nillumbik (S),0.0,
2020-10-18,Port Phillip (C),0.14285714285714285,0.07706284407706616
2020-10-18,Stonnington (C),0.0,0.06649078930569377
2020-10-18,Whitehorse (C),0.5714285714285714,0.3099066457489516
2020-10-18,Whittlesea (C),0.14285714285714285,0.32324190124171154
2020-10-18,Wyndham (C),0.14285714285714285,0.21128132513979786
2020-10-18,Yarra (C),0.0,0.0940988437650397
2020-10-18,all,3.857142857142857,0.08849049811091272
2020-10-18,highSE,1.5714285714285714,0.07712914230513819
2020-10-18,lowSE,1.8571428571428572,0.18947120097065412
2020-10-18,midSE,0.42857142857142855,0.055993562361248014
2020-10-19,Banyule (C),0.0,0.2852315367195844
2020-10-19,Bayside (C),0.0,0.06597524242506297
2020-10-19,Boroondara (C),0.0,0.13468210881181022
2020-10-19,Brimbank (C),0.0,0.1569809970301576
2020-10-19,Cardinia (S),0.0,0.4732378549450935
2020-10-19,Casey (C),0.0,0.23807536197886228
2020-10-19,Darebin (C),0.0,0.08467960573153256
2020-10-19,Frankston (C),0.0,0.02927373642043114
2020-10-19,Glen Eira (C),0.14285714285714285,0.16122024084491568
2020-10-19,Greater Dandenong (C),0.14285714285714285,0.44617578931587876
2020-10-19,Hobsons Bay (C),0.0,0.0020349464295687718
2020-10-19,Hume (C),1.0,0.37445780153347097
2020-10-19,Kingston (C) (Vic.),,0.270123282909936
2020-10-19,Knox (C),0.14285714285714285,-0.030315540213035556
2020-10-19,Manningham (C),0.0,0.049638195929993655
2020-10-19,Maribyrnong (C),0.0,0.27213529103378964
2020-10-19,Maroondah (C),0.0,0.18299426179109055
2020-10-19,Melbourne (C),0.0,0.12909999257411808
2020-10-19,Melton (C),0.0,0.4335815241513012
2020-10-19,Monash (C),0.0,0.17814626249703067
2020-10-19,Moonee Valley (C),0.0,0.20946810012371472
2020-10-19,Moreland (C),0.0,0.22385894979625653
2020-10-19,Mornington Peninsula (S),0.0,0.7697615488735379
2020-10-19,Nillumbik (S),0.0,
2020-10-19,Port Phillip (C),0.14285714285714285,0.12647794972885762
2020-10-19,Stonnington (C),0.0,0.11599572027858245
2020-10-19,Whitehorse (C),0.5714285714285714,0.20298829996523485
2020-10-19,Whittlesea (C),0.0,0.3148348961764392
2020-10-19,Wyndham (C),0.14285714285714285,0.2609260820605584
2020-10-19,Yarra (C),0.0,0.19443581872839813
2020-10-19,all,2.2857142857142856,0.16777541075775018
2020-10-19,highSE,0.8571428571428571,0.1273108794126989
2020-10-19,lowSE,1.1428571428571428,0.24460647456745563
2020-10-19,midSE,0.2857142857142857,0.16980129741895136
2020-10-20,Banyule (C),0.0,0.08801069626162528
2020-10-20,Bayside (C),0.0,0.1974060922528843
2020-10-20,Boroondara (C),0.0,0.16959697362474951
2020-10-20,Brimbank (C),0.0,0.2473664257306343
2020-10-20,Cardinia (S),0.0,0.5427347289338947
2020-10-20,Casey (C),0.0,0.22510457399341924
2020-10-20,Darebin (C),0.0,0.08926163457293372
2020-10-20,Frankston (C),0.0,0.04897031811236755
2020-10-20,Glen Eira (C),0.14285714285714285,0.19748841986070292
2020-10-20,Greater Dandenong (C),0.14285714285714285,0.48307782918252695
2020-10-20,Hobsons Bay (C),0.14285714285714285,0.22738723003055966
2020-10-20,Hume (C),1.2857142857142858,0.3938705438464029
2020-10-20,Kingston (C) (Vic.),,0.2092960918847952
2020-10-20,Knox (C),0.14285714285714285,0.04389535920556343
2020-10-20,Manningham (C),0.0,
2020-10-20,Maribyrnong (C),0.0,0.224556126522566
2020-10-20,Maroondah (C),0.0,0.15301896457040712
2020-10-20,Melbourne (C),0.0,0.1294678984092796
2020-10-20,Melton (C),0.0,0.27837819365228367
2020-10-20,Monash (C),0.0,0.16204841170945145
2020-10-20,Moonee Valley (C),0.0,0.18792415489050385
2020-10-20,Moreland (C),0.0,0.17784299651686625
2020-10-20,Mornington Peninsula (S),0.0,0.44303156262533866
2020-10-20,Nillumbik (S),0.0,
2020-10-20,Port Phillip (C),0.14285714285714285,0.16376793099344136
2020-10-20,Stonnington (C),0.0,0.16207743543031405
2020-10-20,Whitehorse (C),0.42857142857142855,0.18956696158072323
2020-10-20,Whittlesea (C),0.0,0.2258535118141518
2020-10-20,Wyndham (C),0.0,0.20974625932029953
2020-10-20,Yarra (C),0.0,0.09045259504591069
2020-10-20,all,2.4285714285714284,0.16469269044188373
2020-10-20,highSE,0.7142857142857143,0.15652458744666936
2020-10-20,lowSE,1.4285714285714286,0.21808768951521176
2020-10-20,midSE,0.2857142857142857,0.14400668368458075
2020-10-21,Banyule (C),0.14285714285714285,0.04573821166918927
2020-10-21,Bayside (C),0.0,0.20292032615653435
2020-10-21,Boroondara (C),0.0,0.13267215233352678
2020-10-21,Brimbank (C),0.0,0.18995651853254264
2020-10-21,Cardinia (S),0.0,0.004428878111063501
2020-10-21,Casey (C),0.0,0.23291804851715306
2020-10-21,Darebin (C),0.0,0.09510283420601857
2020-10-21,Frankston (C),0.0,0.16475149563054486
2020-10-21,Glen Eira (C),0.0,0.22100708194306654
2020-10-21,Greater Dandenong (C),0.14285714285714285,0.3486680907000482
2020-10-21,Hobsons Bay (C),0.14285714285714285,0.10346032967153948
2020-10-21,Hume (C),1.7142857142857142,0.33825287975422286
2020-10-21,Kingston (C) (Vic.),,0.08416343460317414
2020-10-21,Knox (C),0.14285714285714285,0.0028474277911441567
2020-10-21,Manningham (C),0.0,
2020-10-21,Maribyrnong (C),0.0,0.17072007090887903
2020-10-21,Maroondah (C),0.0,0.1722320859486825
2020-10-21,Melbourne (C),0.0,0.10335375298610001
2020-10-21,Melton (C),0.0,0.3258474984864087
2020-10-21,Monash (C),0.0,0.0906447658695419
2020-10-21,Moonee Valley (C),0.0,0.09094379252254829
2020-10-21,Moreland (C),0.0,0.10288363457684656
2020-10-21,Mornington Peninsula (S),0.0,0.4580522088970405
2020-10-21,Nillumbik (S),0.0,
2020-10-21,Port Phillip (C),0.0,0.09817366504771675
2020-10-21,Stonnington (C),0.0,0.11273391515307458
2020-10-21,Whitehorse (C),0.0,0.13709192446262147
2020-10-21,Whittlesea (C),0.0,0.3353697785100581
2020-10-21,Wyndham (C),0.0,0.2142789173506313
2020-10-21,Yarra (C),0.0,0.14252692091672237
2020-10-21,all,2.2857142857142856,0.12211088188764799
2020-10-21,highSE,0.14285714285714285,0.11050925162362214
2020-10-21,lowSE,1.8571428571428572,0.20623296783321235
2020-10-21,midSE,0.2857142857142857,0.10485056597593789
2020-10-22,Banyule (C),0.14285714285714285,0.046523281275072735
2020-10-22,Bayside (C),0.0,0.05539160504214224
2020-10-22,Boroondara (C),0.0,0.23525735369829354
2020-10-22,Brimbank (C),0.0,0.21140558742164464
2020-10-22,Cardinia (S),0.0,0.6654597670967982
2020-10-22,Casey (C),0.0,0.22602025803009404
2020-10-22,Darebin (C),0.14285714285714285,0.16356404957748652
2020-10-22,Frankston (C),0.0,0.1756357062858107
2020-10-22,Glen Eira (C),0.0,0.24033830079067886
2020-10-22,Greater Dandenong (C),0.0,0.419123827592129
2020-10-22,Hobsons Bay (C),0.14285714285714285,0.202565792655012
2020-10-22,Hume (C),1.7142857142857142,0.336859396273075
2020-10-22,Kingston (C) (Vic.),,0.21619074843687675
2020-10-22,Knox (C),0.0,0.2478753896553951
2020-10-22,Manningham (C),0.0,0.0787463708275802
2020-10-22,Maribyrnong (C),0.0,0.23505389783464437
2020-10-22,Maroondah (C),0.0,0.16861478222529927
2020-10-22,Melbourne (C),0.0,0.15957920394904634
2020-10-22,Melton (C),0.0,0.29311013357235266
2020-10-22,Monash (C),0.0,0.14744426606103891
2020-10-22,Moonee Valley (C),0.0,0.25453166471129907
2020-10-22,Moreland (C),0.0,0.17989283355117536
2020-10-22,Mornington Peninsula (S),0.0,0.22962122122085904
2020-10-22,Nillumbik (S),0.0,-0.06837881045156809
2020-10-22,Port Phillip (C),0.0,0.17089889514651876
2020-10-22,Stonnington (C),0.0,0.15136325468353543
2020-10-22,Whitehorse (C),0.0,0.09968853070450656
2020-10-22,Whittlesea (C),0.0,0.1462205496583868
2020-10-22,Wyndham (C),0.0,0.27767100675805667
2020-10-22,Yarra (C),0.0,0.21122818501665047
2020-10-22,all,2.142857142857143,0.1851649988845543
2020-10-22,highSE,0.14285714285714285,0.15675535010025834
2020-10-22,lowSE,1.8571428571428572,0.22735680655453316
2020-10-22,midSE,0.14285714285714285,0.1919178001994816
2020-10-24,Banyule (C),0.7142857142857143,
2020-10-24,Bayside (C),0.0,0.17766962007679182
2020-10-24,Boroondara (C),0.0,0.04257506128868557
2020-10-24,Brimbank (C),0.0,0.2618622843549268
2020-10-24,Cardinia (S),0.0,0.3778523656623498
2020-10-24,Casey (C),0.0,0.14222251677850173
2020-10-24,Darebin (C),1.0,0.0671483550576409
2020-10-24,Frankston (C),0.0,0.16041912121366808
2020-10-24,Glen Eira (C),0.14285714285714285,0.17435640283667037
2020-10-24,Greater Dandenong (C),0.0,0.20687753198147257
2020-10-24,Hobsons Bay (C),0.14285714285714285,
2020-10-24,Hume (C),1.2857142857142858,0.255694571864527
2020-10-24,Kingston (C) (Vic.),,-0.05239239172510046
2020-10-24,Knox (C),0.0,
2020-10-24,Manningham (C),0.0,
2020-10-24,Maribyrnong (C),0.0,0.08633822839923498
2020-10-24,Maroondah (C),0.0,0.1873586649763621
2020-10-24,Melbourne (C),0.0,0.06269768489905891
2020-10-24,Melton (C),0.0,0.17977515570054142
2020-10-24,Monash (C),0.0,0.12947490417455734
2020-10-24,Moonee Valley (C),0.0,0.1427832168993057
2020-10-24,Moreland (C),0.0,0.0570264752398907
2020-10-24,Mornington Peninsula (S),0.0,0.24398176637341137
2020-10-24,Nillumbik (S),0.0,
2020-10-24,Port Phillip (C),0.0,0.1069858523972544
2020-10-24,Stonnington (C),0.0,0.06893895476320737
2020-10-24,Whitehorse (C),0.0,0.13575869756214043
2020-10-24,Whittlesea (C),0.0,0.3192461127852925
2020-10-24,Wyndham (C),0.14285714285714285,0.03433412325191057
2020-10-24,Yarra (C),0.0,0.05620333784895879
2020-10-24,all,3.4285714285714284,0.08144135648643626
2020-10-24,highSE,0.8571428571428571,0.08723548892786152
2020-10-24,lowSE,2.2857142857142856,0.12253453292583168
2020-10-24,midSE,0.2857142857142857,0.06962344566466254
2020-10-25,Banyule (C),0.7142857142857143,
2020-10-25,Bayside (C),0.0,
2020-10-25,Boroondara (C),0.0,-0.029736318347342427
2020-10-25,Brimbank (C),0.0,0.18776215392238418
2020-10-25,Cardinia (S),0.0,0.2745769742440586
2020-10-25,Casey (C),0.0,0.1550285907163256
2020-10-25,Darebin (C),1.0,0.15364249375850084
2020-10-25,Frankston (C),0.0,0.05451586184758412
2020-10-25,Glen Eira (C),0.14285714285714285,0.2036974555578438
2020-10-25,Greater Dandenong (C),0.0,0.40617980486585675
2020-10-25,Hobsons Bay (C),0.14285714285714285,
2020-10-25,Hume (C),0.8571428571428571,0.42720422500489724
2020-10-25,Kingston (C) (Vic.),,0.16545534123754863
2020-10-25,Knox (C),0.0,-0.007890571444607569
2020-10-25,Manningham (C),0.0,0.19942601092201587
2020-10-25,Maribyrnong (C),0.0,0.02590084772871413
2020-10-25,Maroondah (C),0.0,
2020-10-25,Melbourne (C),0.0,0.07471405144885607
2020-10-25,Melton (C),0.0,0.02346719526793736
2020-10-25,Monash (C),0.0,0.11468400223418591
2020-10-25,Moonee Valley (C),0.0,0.15691614831876852
2020-10-25,Moreland (C),0.0,0.09872959023779798
2020-10-25,Mornington Peninsula (S),0.0,-0.024037433189829708
2020-10-25,Nillumbik (S),0.0,
2020-10-25,Port Phillip (C),0.0,0.12150963485140967
2020-10-25,Stonnington (C),0.0,0.07251370354847626
2020-10-25,Whitehorse (C),0.0,0.4441456185986409
2020-10-25,Whittlesea (C),0.0,0.28997872045584017
2020-10-25,Wyndham (C),0.14285714285714285,0.26038314281780234
2020-10-25,Yarra (C),0.0,0.09509198538415294
2020-10-25,all,3.0,0.10346393584340587
2020-10-25,highSE,0.8571428571428571,0.10500014127123372
2020-10-25,lowSE,1.8571428571428572,0.17479197026713744
2020-10-25,midSE,0.2857142857142857,0.07460575788282123
2020-10-26,Banyule (C),0.7142857142857143,-0.06121183155363088
2020-10-26,Bayside (C),0.0,0.09440257455579736
2020-10-26,Boroondara (C),0.0,0.17713542170307942
2020-10-26,Brimbank (C),0.0,0.1905878069535972
2020-10-26,Cardinia (S),0.0,0.6793528227638647
2020-10-26,Casey (C),0.0,0.16841084459681402
2020-10-26,Darebin (C),1.0,0.10971832239728542
2020-10-26,Frankston (C),0.0,0.17299528484723092
2020-10-26,Glen Eira (C),0.14285714285714285,0.11568465262718171
2020-10-26,Greater Dandenong (C),0.0,0.3468104289826456
2020-10-26,Hobsons Bay (C),0.14285714285714285,-0.00038397002557941144
2020-10-26,Hume (C),0.8571428571428571,0.34934834403443416
2020-10-26,Kingston (C) (Vic.),,0.17738897912682008
2020-10-26,Knox (C),0.0,0.5530457470202108
2020-10-26,Manningham (C),0.0,0.033276378631429224
2020-10-26,Maribyrnong (C),0.0,0.19603226976067337
2020-10-26,Maroondah (C),0.0,0.10571332644066107
2020-10-26,Melbourne (C),0.0,0.14115940034137078
2020-10-26,Melton (C),0.0,0.4879542645916507
2020-10-26,Monash (C),0.0,0.0815661034920769
2020-10-26,Moonee Valley (C),0.0,0.29662130410064835
2020-10-26,Moreland (C),0.0,0.1855410745465134
2020-10-26,Mornington Peninsula (S),0.0,0.29460145401807103
2020-10-26,Nillumbik (S),0.0,
2020-10-26,Port Phillip (C),0.0,0.12143834806900206
2020-10-26,Stonnington (C),0.0,0.1788394142557825
2020-10-26,Whitehorse (C),0.0,0.08305886376447927
2020-10-26,Whittlesea (C),0.0,0.2950387045172605
2020-10-26,Wyndham (C),0.14285714285714285,0.21586925521266204
2020-10-26,Yarra (C),0.0,0.10154328020571633
2020-10-26,all,3.0,0.15447640483772954
2020-10-26,highSE,0.8571428571428571,0.13724847247397043
2020-10-26,lowSE,1.8571428571428572,0.22357529445573904
2020-10-26,midSE,0.2857142857142857,0.14247996557495748
2020-10-27,Banyule (C),0.7142857142857143,0.1812047284086553
2020-10-27,Bayside (C),0.0,0.07012996431377898
2020-10-27,Boroondara (C),0.0,0.15084091530126384
2020-10-27,Brimbank (C),0.0,0.3100026799840659
2020-10-27,Cardinia (S),0.0,0.19742610344164538
2020-10-27,Casey (C),0.0,0.33216867098010533
2020-10-27,Darebin (C),1.1428571428571428,0.0961423670033923
2020-10-27,Frankston (C),0.0,0.03126808934834203
2020-10-27,Glen Eira (C),0.14285714285714285,0.1766608483397592
2020-10-27,Greater Dandenong (C),0.0,0.34302915915830906
2020-10-27,Hobsons Bay (C),0.0,0.039983423961518924
2020-10-27,Hume (C),0.5714285714285714,0.30757935186002344
2020-10-27,Kingston (C) (Vic.),,0.16177418156852905
2020-10-27,Knox (C),0.0,0.2745004078014148
2020-10-27,Manningham (C),0.0,
2020-10-27,Maribyrnong (C),0.0,0.3378480708970104
2020-10-27,Maroondah (C),0.0,0.09530893933759509
2020-10-27,Melbourne (C),0.0,0.1477045831134366
2020-10-27,Melton (C),0.0,0.19139966727205382
2020-10-27,Monash (C),0.0,0.1150343581549753
2020-10-27,Moonee Valley (C),0.0,0.18726160484667695
2020-10-27,Moreland (C),0.0,0.0894451099272476
2020-10-27,Mornington Peninsula (S),0.0,0.46035337052848047
2020-10-27,Nillumbik (S),0.0,
2020-10-27,Port Phillip (C),0.0,0.17157272901073076
2020-10-27,Stonnington (C),0.0,0.1806299983885102
2020-10-27,Whitehorse (C),0.0,0.13289726637296395
2020-10-27,Whittlesea (C),0.0,0.26473471433258894
2020-10-27,Wyndham (C),0.14285714285714285,0.2823094819293191
2020-10-27,Yarra (C),0.14285714285714285,0.10120614075316421
2020-10-27,all,2.857142857142857,0.15979550221968494
2020-10-27,highSE,0.8571428571428571,0.1545635263365122
2020-10-27,lowSE,1.7142857142857142,0.23155235526449894
2020-10-27,midSE,0.2857142857142857,0.1278332570042396
2020-10-28,Banyule (C),0.5714285714285714,0.24689739786772089
2020-10-28,Bayside (C),0.0,0.2530514458459036
2020-10-28,Boroondara (C),0.0,0.2713918146006186
2020-10-28,Brimbank (C),0.0,0.44847631798729326
2020-10-28,Cardinia (S),0.0,0.8381131169196535
2020-10-28,Casey (C),0.14285714285714285,0.5671366783022422
2020-10-28,Darebin (C),1.2857142857142858,0.3364028584442674
2020-10-28,Frankston (C),0.0,0.6286920280162712
2020-10-28,Glen Eira (C),0.14285714285714285,0.3204372909847532
2020-10-28,Greater Dandenong (C),0.0,0.5336793837490891
2020-10-28,Hobsons Bay (C),0.0,0.1184997106079091
2020-10-28,Hume (C),0.0,0.6441523498584403
2020-10-28,Kingston (C) (Vic.),,0.7193348137479468
2020-10-28,Knox (C),0.0,0.8967174595673529
2020-10-28,Manningham (C),0.0,0.2234604176136605
2020-10-28,Maribyrnong (C),0.0,0.4556827966127748
2020-10-28,Maroondah (C),0.0,0.5155288460685707
2020-10-28,Melbourne (C),0.0,0.30513864339849833
2020-10-28,Melton (C),0.0,0.8419976137788436
2020-10-28,Monash (C),0.0,0.30892452300335377
2020-10-28,Moonee Valley (C),0.0,0.3040241061910735
2020-10-28,Moreland (C),0.0,0.3255793410095317
2020-10-28,Mornington Peninsula (S),0.0,0.678568864795699
2020-10-28,Nillumbik (S),0.0,
2020-10-28,Port Phillip (C),0.0,0.3246387638237902
2020-10-28,Stonnington (C),0.0,0.3776324527944989
2020-10-28,Whitehorse (C),0.0,0.48065396542612987
2020-10-28,Whittlesea (C),0.0,0.6128008043102039
2020-10-28,Wyndham (C),0.14285714285714285,0.4304309309315738
2020-10-28,Yarra (C),0.14285714285714285,0.3488501669852706
2020-10-28,all,2.4285714285714284,0.37089269481110115
2020-10-28,highSE,0.7142857142857143,0.33196786415789054
2020-10-28,lowSE,1.4285714285714286,0.5145180421019024
2020-10-28,midSE,0.2857142857142857,0.33949512669194454
2020-10-29,Banyule (C),0.5714285714285714,0.45590469850294074
2020-10-29,Bayside (C),0.0,0.251316427827863
2020-10-29,Boroondara (C),0.0,0.21473470104742315
2020-10-29,Brimbank (C),0.14285714285714285,0.415995255101552
2020-10-29,Cardinia (S),0.0,0.5936042035245921
2020-10-29,Casey (C),0.14285714285714285,0.6707674510837538
2020-10-29,Darebin (C),1.1428571428571428,0.30611884581215587
2020-10-29,Frankston (C),0.0,0.553153711077763
2020-10-29,Glen Eira (C),0.14285714285714285,0.30610844518397756
2020-10-29,Greater Dandenong (C),0.0,0.5574340088905184
2020-10-29,Hobsons Bay (C),0.0,0.10888874778735115
2020-10-29,Hume (C),0.0,0.6196879812386527
2020-10-29,Kingston (C) (Vic.),,0.49503120369383435
2020-10-29,Knox (C),0.0,0.6581904406180384
2020-10-29,Manningham (C),0.0,0.5054968772117393
2020-10-29,Maribyrnong (C),0.0,0.3964738585330254
2020-10-29,Maroondah (C),0.0,0.5551800802777617
2020-10-29,Melbourne (C),0.0,0.31818684867993396
2020-10-29,Melton (C),0.0,0.8177151780856906
2020-10-29,Monash (C),0.0,0.3089277111640585
2020-10-29,Moonee Valley (C),0.0,0.27895105310991375
2020-10-29,Moreland (C),0.0,0.37955887312924286
2020-10-29,Mornington Peninsula (S),0.0,0.6393548296568243
2020-10-29,Nillumbik (S),0.0,-0.15702004759815585
2020-10-29,Port Phillip (C),0.0,0.28948925859072483
2020-10-29,Stonnington (C),0.0,0.33704330909665375
2020-10-29,Whitehorse (C),0.0,0.27174346940732785
2020-10-29,Whittlesea (C),0.0,0.759457688722211
2020-10-29,Wyndham (C),0.2857142857142857,0.5681901848239345
2020-10-29,Yarra (C),0.14285714285714285,0.33739481980475894
2020-10-29,all,2.5714285714285716,0.3599161649502263
2020-10-29,highSE,0.7142857142857143,0.3057275478624909
2020-10-29,lowSE,1.4285714285714286,0.4936620452335395
2020-10-29,midSE,0.42857142857142855,0.343796341109337
2020-10-30,Banyule (C),0.42857142857142855,0.4099712393633626
2020-10-30,Bayside (C),0.0,0.40223105934236636
2020-10-30,Boroondara (C),0.0,0.3090231183961328
2020-10-30,Brimbank (C),0.14285714285714285,0.4922689988764734
2020-10-30,Cardinia (S),0.0,0.652028796465406
2020-10-30,Casey (C),0.14285714285714285,0.5370923596926401
2020-10-30,Darebin (C),0.7142857142857143,0.33658435820687904
2020-10-30,Frankston (C),0.0,0.45988394379805203
2020-10-30,Glen Eira (C),0.14285714285714285,0.3964937011371057
2020-10-30,Greater Dandenong (C),0.0,0.6266250789587968
2020-10-30,Hobsons Bay (C),0.0,0.3073193174283152
2020-10-30,Hume (C),0.0,0.6537924537017945
2020-10-30,Kingston (C) (Vic.),,0.5657449566981015
2020-10-30,Knox (C),0.0,0.671600945399253
2020-10-30,Manningham (C),0.0,0.47117289604370055
2020-10-30,Maribyrnong (C),0.0,0.4573556247152263
2020-10-30,Maroondah (C),0.0,0.5297605518691058
2020-10-30,Melbourne (C),0.0,0.38272707906816544
2020-10-30,Melton (C),0.0,0.6643623985709891
2020-10-30,Monash (C),0.0,0.3979883714444894
2020-10-30,Moonee Valley (C),0.0,0.4081777590835617
2020-10-30,Moreland (C),0.0,0.4094908570534787
2020-10-30,Mornington Peninsula (S),0.0,0.7428004766203562
2020-10-30,Nillumbik (S),0.0,2.0
2020-10-30,Port Phillip (C),0.0,0.41384406301172716
2020-10-30,Stonnington (C),0.0,0.4478131847992519
2020-10-30,Whitehorse (C),0.0,0.29914059276373783
2020-10-30,Whittlesea (C),0.0,0.5256801908227383
2020-10-30,Wyndham (C),0.14285714285714285,0.5488794192635355
2020-10-30,Yarra (C),0.14285714285714285,0.35535435080571864
2020-10-30,all,1.8571428571428572,0.42578973048867114
2020-10-30,highSE,0.5714285714285714,0.4127039958812433
2020-10-30,lowSE,1.0,0.492972854894781
2020-10-30,midSE,0.2857142857142857,0.39454877838718583
2020-10-31,Banyule (C),0.0,0.1728786440653176
2020-10-31,Bayside (C),0.0,0.1862531751592934
2020-10-31,Boroondara (C),0.0,0.5713499183795137
2020-10-31,Brimbank (C),0.14285714285714285,0.5352560957920518
2020-10-31,Cardinia (S),0.0,0.5241362671322035
2020-10-31,Casey (C),0.14285714285714285,0.9422919809281537
2020-10-31,Darebin (C),0.2857142857142857,0.6058978355932865
2020-10-31,Frankston (C),0.0,0.7213570249344619
2020-10-31,Glen Eira (C),0.0,0.615847136330695
2020-10-31,Greater Dandenong (C),0.0,0.5102394247886957
2020-10-31,Hobsons Bay (C),0.0,-0.14065280431525404
2020-10-31,Hume (C),0.0,0.6049396320136033
2020-10-31,Kingston (C) (Vic.),,0.5805352172779691
2020-10-31,Knox (C),0.0,0.6953963501874516
2020-10-31,Manningham (C),0.0,0.4242311157512911
