date,name,cases_rolling,facebook_mobility_score
2020-04-27,Cumberland (A),0.0,0.2352944727481704
2020-04-27,Fairfield (C),0.2857142857142857,0.23387313286919414
2020-04-27,Georges River (A),0.14285714285714285,0.19297076243779024
2020-04-27,Hawkesbury (C),0.0,0.5683683768689554
2020-04-27,Hornsby (A),0.7142857142857143,0.031398984810307
2020-04-27,Hunters Hill (A),0.0,0.10116411758251342
2020-04-27,Inner West (A),0.14285714285714285,0.03877574138490604
2020-04-27,Ku-ring-gai (A),0.0,0.031394791665845946
2020-04-27,Lane Cove (A),0.0,0.013986663856933017
2020-04-27,Liverpool (C),0.0,0.25766535718426625
2020-04-27,Mosman (A),0.0,0.11696501165427875
2020-04-27,North Sydney (A),0.0,0.0301210500086048
2020-04-27,Northern Beaches (A),0.14285714285714285,-0.02167048187613344
2020-04-27,Parramatta (C),0.0,0.17442981956735548
2020-04-27,Penrith (C),1.7142857142857142,0.2325918389592001
2020-04-27,Randwick (C),0.0,0.028268372225014958
2020-04-27,Ryde (C),0.0,0.029003561770385423
2020-04-27,Strathfield (A),0.14285714285714285,0.07067473284164959
2020-04-27,Sydney (C),0.2857142857142857,0.05223115737685533
2020-04-27,The Hills Shire (A),0.14285714285714285,0.15760606748815573
2020-04-27,Waverley (A),0.0,-0.010072891200000472
2020-04-27,Willoughby (C),0.14285714285714285,0.03542415788053282
2020-04-27,Woollahra (A),0.0,-0.020605105727252788
2020-04-27,all,4.571428571428571,0.06869006301262319
2020-04-27,highSE,0.2857142857142857,0.003544888234393024
2020-04-27,lowSE,2.4285714285714284,0.18547793173059468
2020-04-27,midSE,1.8571428571428572,0.05945305223947748
2020-04-28,Bayside (A),0.0,0.12170453394846814
2020-04-28,Blacktown (C),0.2857142857142857,0.218336370057726
2020-04-28,Burwood (A),0.0,0.10071853187425554
2020-04-28,Camden (A),0.0,0.24910908083220096
2020-04-28,Canada Bay (A),0.5714285714285714,0.11734319916215229
2020-04-28,Canterbury-Bankstown (A),0.7142857142857143,0.21511251242018145
2020-04-28,Central Coast (C) (NSW),0.0,
2020-04-28,Cumberland (A),0.0,0.29211234854465956
2020-04-28,Fairfield (C),0.2857142857142857,0.264401343999932
2020-04-28,Georges River (A),0.14285714285714285,0.1808875892658293
2020-04-28,Hawkesbury (C),0.0,0.0
2020-04-28,Hornsby (A),0.42857142857142855,0.0017092998952852616
2020-04-28,Hunters Hill (A),0.0,0.07997865446719182
2020-04-28,Inner West (A),0.14285714285714285,0.06876052379083004
2020-04-28,Ku-ring-gai (A),0.0,0.04082761505640781
2020-04-28,Lane Cove (A),0.0,0.15947902394587132
2020-04-28,Liverpool (C),0.0,0.30146297024694585
2020-04-28,Mosman (A),0.0,0.12662054261461658
2020-04-28,North Sydney (A),0.0,0.05114480191354875
2020-04-28,Northern Beaches (A),0.14285714285714285,0.03157897881657282
2020-04-28,Parramatta (C),0.0,0.1950102509368244
2020-04-28,Penrith (C),1.7142857142857142,0.24160101205971682
2020-04-28,Randwick (C),0.0,0.06778980130825647
2020-04-28,Ryde (C),0.0,0.02913894828786731
2020-04-28,Strathfield (A),0.14285714285714285,0.1787935587526512
2020-04-28,Sydney (C),0.2857142857142857,0.09637543541266894
2020-04-28,The Hills Shire (A),0.2857142857142857,0.05045677134623545
2020-04-28,Waverley (A),0.0,0.02673315216997202
2020-04-28,Willoughby (C),0.14285714285714285,0.0527826479635351
2020-04-28,Woollahra (A),0.0,-0.003635006129042483
2020-04-28,all,5.285714285714286,0.09351794361291915
2020-04-28,highSE,0.42857142857142855,0.039472926052622696
2020-04-28,lowSE,3.142857142857143,0.20226394192034006
2020-04-28,midSE,1.7142857142857142,0.08632316296118046
2020-04-29,Bayside (A),0.0,0.15479294661552975
2020-04-29,Blacktown (C),0.2857142857142857,0.22488851527909423
2020-04-29,Burwood (A),0.0,0.16276964031898217
2020-04-29,Camden (A),0.0,0.22265053096764678
2020-04-29,Canada Bay (A),0.5714285714285714,0.18884748346226587
2020-04-29,Canterbury-Bankstown (A),0.8571428571428571,0.2900831379610817
2020-04-29,Central Coast (C) (NSW),0.0,
2020-04-29,Cumberland (A),0.0,0.2912463987800029
2020-04-29,Fairfield (C),0.14285714285714285,0.27183740730818284
2020-04-29,Georges River (A),0.14285714285714285,0.19722915868536345
2020-04-29,Hawkesbury (C),0.0,0.3626221137104681
2020-04-29,Hornsby (A),0.42857142857142855,0.043659402709406506
2020-04-29,Hunters Hill (A),0.0,0.0
2020-04-29,Inner West (A),0.14285714285714285,0.10403638976370647
2020-04-29,Ku-ring-gai (A),0.0,0.04155039827398644
2020-04-29,Lane Cove (A),0.0,0.004305010159499471
2020-04-29,Liverpool (C),0.0,0.3368358113867909
2020-04-29,Mosman (A),0.0,0.10177473913664697
2020-04-29,North Sydney (A),0.0,0.03658126516216365
2020-04-29,Northern Beaches (A),0.14285714285714285,0.08638386259549492
2020-04-29,Parramatta (C),0.0,0.18968615509529282
2020-04-29,Penrith (C),1.8571428571428572,0.2713664248872987
2020-04-29,Randwick (C),0.0,0.1361638705096053
2020-04-29,Ryde (C),0.0,0.07593811170571645
2020-04-29,Strathfield (A),0.14285714285714285,0.2253954331551454
2020-04-29,Sydney (C),0.14285714285714285,0.10490502892251405
2020-04-29,The Hills Shire (A),0.2857142857142857,0.1758565929838062
2020-04-29,Waverley (A),0.0,0.03648832964078205
2020-04-29,Willoughby (C),0.14285714285714285,0.11180254364019464
2020-04-29,Woollahra (A),0.14285714285714285,-0.009734395111885764
2020-04-29,all,5.428571428571429,0.1100735876975737
2020-04-29,highSE,0.5714285714285714,0.024291982117970342
2020-04-29,lowSE,3.2857142857142856,0.22604338030554572
2020-04-29,midSE,1.5714285714285714,0.11833546391899023
2020-04-30,Bayside (A),0.0,0.09126976542837538
2020-04-30,Blacktown (C),0.42857142857142855,0.2549640172556292
2020-04-30,Burwood (A),0.0,0.11680849910701484
2020-04-30,Camden (A),0.14285714285714285,0.22225508290532753
2020-04-30,Canada Bay (A),0.5714285714285714,0.11270725974948961
2020-04-30,Canterbury-Bankstown (A),0.5714285714285714,0.20108708056733823
2020-04-30,Central Coast (C) (NSW),0.14285714285714285,
2020-04-30,Cumberland (A),0.14285714285714285,0.23286437612608143
2020-04-30,Fairfield (C),0.0,0.20961600862320845
2020-04-30,Georges River (A),0.0,0.1789944211544289
2020-04-30,Hawkesbury (C),0.0,0.0
2020-04-30,Hornsby (A),0.5714285714285714,-0.024735705435897495
2020-04-30,Hunters Hill (A),0.0,0.07581697012911436
2020-04-30,Inner West (A),0.14285714285714285,0.015741903629818584
2020-04-30,Ku-ring-gai (A),0.0,-0.005910854678245034
2020-04-30,Lane Cove (A),0.0,0.04822275738655671
2020-04-30,Liverpool (C),0.0,0.18506027909118822
2020-04-30,Mosman (A),0.0,0.14896344256324556
2020-04-30,North Sydney (A),0.0,0.041149536066472
2020-04-30,Northern Beaches (A),0.14285714285714285,-0.0008779979642936675
2020-04-30,Parramatta (C),0.0,0.1794831191253476
2020-04-30,Penrith (C),2.5714285714285716,0.2243324758298641
2020-04-30,Randwick (C),0.14285714285714285,0.012425793888750258
2020-04-30,Ryde (C),0.0,0.005178642192878337
2020-04-30,Strathfield (A),0.14285714285714285,0.10587026856161562
2020-04-30,Sydney (C),0.14285714285714285,0.06683226834447704
2020-04-30,The Hills Shire (A),0.2857142857142857,0.12234613739634922
2020-04-30,Waverley (A),0.0,0.0034963802949355732
2020-04-30,Willoughby (C),0.0,0.03861095152320417
2020-04-30,Woollahra (A),0.14285714285714285,0.06540696815868645
2020-04-30,all,6.285714285714286,0.0710140965932569
2020-04-30,highSE,0.5714285714285714,0.037283829892687706
2020-04-30,lowSE,3.857142857142857,0.1801328336328553
2020-04-30,midSE,1.8571428571428572,0.05560566745003351
2020-05-01,Bayside (A),0.0,0.18468421453184827
2020-05-01,Blacktown (C),0.42857142857142855,0.3575851805314967
2020-05-01,Burwood (A),0.0,0.16265133471596865
2020-05-01,Camden (A),0.14285714285714285,0.37688156342119644
2020-05-01,Canada Bay (A),0.42857142857142855,0.15676556718017354
2020-05-01,Canterbury-Bankstown (A),0.5714285714285714,0.23487556066654314
2020-05-01,Central Coast (C) (NSW),0.14285714285714285,
2020-05-01,Cumberland (A),0.14285714285714285,0.34484866822037613
2020-05-01,Fairfield (C),0.0,0.2990020598958499
2020-05-01,Georges River (A),0.0,0.2087481925938322
2020-05-01,Hawkesbury (C),0.0,0.23300328089100153
2020-05-01,Hornsby (A),0.2857142857142857,0.14106824176100602
2020-05-01,Hunters Hill (A),0.0,0.18610408484270807
2020-05-01,Inner West (A),0.14285714285714285,0.12277730387465902
2020-05-01,Ku-ring-gai (A),0.14285714285714285,0.029049996969915354
2020-05-01,Lane Cove (A),0.0,0.1127292994312774
2020-05-01,Liverpool (C),0.0,0.3698349037985619
2020-05-01,Mosman (A),0.0,0.12477772602132148
2020-05-01,North Sydney (A),0.0,0.10900794982450344
2020-05-01,Northern Beaches (A),0.14285714285714285,0.0964473610947471
2020-05-01,Parramatta (C),0.0,0.2270465484111901
2020-05-01,Penrith (C),1.2857142857142858,0.26063329653295103
2020-05-01,Randwick (C),0.14285714285714285,0.15148897049909096
2020-05-01,Ryde (C),0.0,0.05147070702942643
2020-05-01,Strathfield (A),0.2857142857142857,0.22907514356752243
2020-05-01,Sydney (C),0.0,0.13500102340565098
2020-05-01,The Hills Shire (A),0.2857142857142857,0.1241114888227961
2020-05-01,Waverley (A),0.0,0.06165076993886557
2020-05-01,Willoughby (C),0.0,0.10089106729034669
2020-05-01,Woollahra (A),0.14285714285714285,0.09830570363032158
2020-05-01,all,4.714285714285714,0.1548058200308852
2020-05-01,highSE,0.7142857142857143,0.10154721733615686
2020-05-01,lowSE,2.5714285714285716,0.25076955468950485
2020-05-01,midSE,1.4285714285714286,0.14239463248973352
2020-05-02,Bayside (A),0.0,0.16808912222966796
2020-05-02,Blacktown (C),0.42857142857142855,0.37178658314079405
2020-05-02,Burwood (A),0.0,0.18858051869987758
2020-05-02,Camden (A),0.14285714285714285,0.37938949561240115
2020-05-02,Canada Bay (A),0.42857142857142855,0.13620248041363428
2020-05-02,Canterbury-Bankstown (A),0.5714285714285714,0.30701346254036915
2020-05-02,Central Coast (C) (NSW),0.14285714285714285,
2020-05-02,Cumberland (A),0.2857142857142857,0.3690156321831148
2020-05-02,Fairfield (C),0.0,0.3873688175686175
2020-05-02,Georges River (A),0.0,0.19270545302221662
2020-05-02,Hawkesbury (C),0.0,
2020-05-02,Hornsby (A),0.2857142857142857,0.12561479856533686
2020-05-02,Hunters Hill (A),0.0,0.2147324242186908
2020-05-02,Inner West (A),0.14285714285714285,0.1341649511200545
2020-05-02,Ku-ring-gai (A),0.14285714285714285,0.15047626643464881
2020-05-02,Lane Cove (A),0.0,0.1589923404955983
2020-05-02,Liverpool (C),0.0,0.45461507690354913
2020-05-02,Mosman (A),0.0,-0.005102768387446678
2020-05-02,North Sydney (A),0.0,0.09144876121437276
2020-05-02,Northern Beaches (A),0.14285714285714285,0.22896637573093095
2020-05-02,Parramatta (C),0.0,0.22508681984536363
2020-05-02,Penrith (C),1.1428571428571428,0.34185566444147325
2020-05-02,Randwick (C),0.14285714285714285,0.11097850008287159
2020-05-02,Ryde (C),0.0,0.16858040507547334
2020-05-02,Strathfield (A),0.14285714285714285,0.07632458305382969
2020-05-02,Sydney (C),0.0,0.13397146240029073
2020-05-02,The Hills Shire (A),0.14285714285714285,0.2604135387813552
2020-05-02,Waverley (A),0.0,0.15095893148829734
2020-05-02,Willoughby (C),0.0,0.18109045762921
2020-05-02,Woollahra (A),0.14285714285714285,0.12389263283043479
2020-05-02,all,4.428571428571429,0.17910350619179646
2020-05-02,highSE,0.5714285714285714,0.12319461016062419
2020-05-02,lowSE,2.5714285714285716,0.2771494458982067
2020-05-02,midSE,1.2857142857142858,0.15458982419057601
2020-05-03,Bayside (A),0.0,0.2592199725990061
2020-05-03,Blacktown (C),0.42857142857142855,0.3735678679946567
2020-05-03,Burwood (A),0.0,0.16852725926951062
2020-05-03,Camden (A),0.14285714285714285,0.642717327164031
2020-05-03,Canada Bay (A),0.42857142857142855,0.10404249707786763
2020-05-03,Canterbury-Bankstown (A),0.5714285714285714,0.32283676789658544
2020-05-03,Central Coast (C) (NSW),0.14285714285714285,
2020-05-03,Cumberland (A),0.2857142857142857,0.3735307393694174
2020-05-03,Fairfield (C),0.0,0.3824212253477933
2020-05-03,Georges River (A),0.0,0.3071083977906089
2020-05-03,Hawkesbury (C),0.0,
2020-05-03,Hornsby (A),0.2857142857142857,0.15138975410986708
2020-05-03,Hunters Hill (A),0.0,
2020-05-03,Inner West (A),0.14285714285714285,0.1837329836783285
2020-05-03,Ku-ring-gai (A),0.14285714285714285,0.3362025585391989
2020-05-03,Lane Cove (A),0.0,0.2405742358414968
2020-05-03,Liverpool (C),0.0,0.4606788290291446
2020-05-03,Mosman (A),0.0,0.19864860212305338
2020-05-03,North Sydney (A),0.0,0.07339258324075756
2020-05-03,Northern Beaches (A),0.14285714285714285,0.3508877495788647
2020-05-03,Parramatta (C),0.0,0.23933879297718202
2020-05-03,Penrith (C),1.1428571428571428,0.3688962552956745
2020-05-03,Randwick (C),0.14285714285714285,0.12876356672799608
2020-05-03,Ryde (C),0.0,0.09611982629317227
2020-05-03,Strathfield (A),0.14285714285714285,0.10035787748650543
2020-05-03,Sydney (C),0.0,0.12351907673232124
2020-05-03,The Hills Shire (A),0.14285714285714285,0.23498397509909366
2020-05-03,Waverley (A),0.0,0.17875711839518238
2020-05-03,Willoughby (C),0.0,0.16397116390569066
2020-05-03,Woollahra (A),0.14285714285714285,0.03546959977627891
2020-05-03,all,4.428571428571429,0.19783884152293638
2020-05-03,highSE,0.5714285714285714,0.1372458745267579
2020-05-03,lowSE,2.5714285714285716,0.29600192541181336
2020-05-03,midSE,1.2857142857142858,0.16156667616639128
2020-05-04,Bayside (A),0.0,0.17479675161108732
2020-05-04,Blacktown (C),0.5714285714285714,0.31389184860965064
2020-05-04,Burwood (A),0.0,0.21113664546687286
2020-05-04,Camden (A),0.14285714285714285,0.4853570638092813
2020-05-04,Canada Bay (A),0.14285714285714285,0.13290550100011617
2020-05-04,Canterbury-Bankstown (A),0.5714285714285714,0.3436755219179277
2020-05-04,Central Coast (C) (NSW),0.14285714285714285,
2020-05-04,Cumberland (A),0.42857142857142855,0.3641329731957725
2020-05-04,Fairfield (C),0.14285714285714285,0.3377767989870437
2020-05-04,Georges River (A),0.0,0.332151631471472
2020-05-04,Hawkesbury (C),0.0,0.0
2020-05-04,Hornsby (A),0.14285714285714285,0.15485853643557712
2020-05-04,Hunters Hill (A),0.0,0.0
2020-05-04,Inner West (A),0.2857142857142857,0.10447495295816095
2020-05-04,Ku-ring-gai (A),0.14285714285714285,0.1327146369750772
2020-05-04,Lane Cove (A),0.0,0.13115166094962666
2020-05-04,Liverpool (C),0.0,0.3732568118406371
2020-05-04,Mosman (A),0.0,0.16806865000171764
2020-05-04,North Sydney (A),0.0,0.12539328183295392
2020-05-04,Northern Beaches (A),0.0,0.1856698526871846
2020-05-04,Parramatta (C),0.0,0.2677722133564054
2020-05-04,Penrith (C),1.0,0.3155502554539533
2020-05-04,Randwick (C),0.14285714285714285,0.16359540315179844
2020-05-04,Ryde (C),0.0,0.08279167174072996
2020-05-04,Strathfield (A),0.14285714285714285,0.44005107402587096
2020-05-04,Sydney (C),0.0,0.1518556980115806
2020-05-04,The Hills Shire (A),0.14285714285714285,0.19522614652483578
2020-05-04,Waverley (A),0.0,0.13488168075263723
2020-05-04,Willoughby (C),0.0,0.15212750755463822
2020-05-04,Woollahra (A),0.14285714285714285,0.15143853905508364
2020-05-04,all,4.285714285714286,0.18651276027357036
2020-05-04,highSE,0.42857142857142855,0.11811168608166851
2020-05-04,lowSE,2.857142857142857,0.32567930706665515
2020-05-04,midSE,1.0,0.15786370894029478
2020-05-05,Bayside (A),0.0,0.2043436083006137
2020-05-05,Blacktown (C),0.2857142857142857,0.22281752280186928
2020-05-05,Burwood (A),0.0,0.21446647554925197
2020-05-05,Camden (A),0.14285714285714285,0.36784998887535314
2020-05-05,Canada Bay (A),0.2857142857142857,0.10785915674541872
2020-05-05,Canterbury-Bankstown (A),0.14285714285714285,0.3234533692589366
2020-05-05,Central Coast (C) (NSW),0.14285714285714285,
2020-05-05,Cumberland (A),0.42857142857142855,0.3011886923433004
2020-05-05,Fairfield (C),0.2857142857142857,0.3557547492294658
2020-05-05,Georges River (A),0.0,0.2569435165666884
2020-05-05,Hawkesbury (C),0.0,0.3432290528469024
2020-05-05,Hornsby (A),0.14285714285714285,0.13060799745726542
2020-05-05,Hunters Hill (A),0.0,0.08424147615199139
2020-05-05,Inner West (A),0.14285714285714285,0.10402024783620004
2020-05-05,Ku-ring-gai (A),0.14285714285714285,0.1700618863312176
2020-05-05,Lane Cove (A),0.0,0.12233830240433625
2020-05-05,Liverpool (C),0.0,0.43805774198804104
2020-05-05,Mosman (A),0.0,0.09242122503776662
2020-05-05,North Sydney (A),0.0,0.11936409850694304
2020-05-05,Northern Beaches (A),0.0,0.14329575194604263
2020-05-05,Parramatta (C),0.0,0.2413913785064358
2020-05-05,Penrith (C),0.8571428571428571,0.3421282047802341
2020-05-05,Randwick (C),0.2857142857142857,0.1226170827280167
2020-05-05,Ryde (C),0.0,0.06662758206904437
2020-05-05,Strathfield (A),0.14285714285714285,0.11754437221294141
2020-05-05,Sydney (C),0.0,0.1532117504074
2020-05-05,The Hills Shire (A),0.0,0.11409088053809183
2020-05-05,Waverley (A),0.0,0.0973403496085626
2020-05-05,Willoughby (C),0.0,0.13081168026647366
2020-05-05,Woollahra (A),0.14285714285714285,0.128966369010435
2020-05-05,all,3.5714285714285716,0.15195749307914844
2020-05-05,highSE,0.2857142857142857,0.09301384410416579
2020-05-05,lowSE,2.142857142857143,0.269248256975227
2020-05-05,midSE,1.1428571428571428,0.1408712451095738
2020-05-06,Bayside (A),0.0,0.20973157042199148
2020-05-06,Blacktown (C),0.2857142857142857,0.34381274738179535
2020-05-06,Burwood (A),0.0,0.19691899141875052
2020-05-06,Camden (A),0.14285714285714285,0.3922775058877334
2020-05-06,Canada Bay (A),0.2857142857142857,0.19197626288477734
2020-05-06,Canterbury-Bankstown (A),0.0,0.32609038474984164
2020-05-06,Central Coast (C) (NSW),0.14285714285714285,
2020-05-06,Cumberland (A),0.42857142857142855,0.35714130239293257
2020-05-06,Fairfield (C),0.2857142857142857,0.35268665780643416
2020-05-06,Georges River (A),0.0,0.2944339587597057
2020-05-06,Hawkesbury (C),0.0,0.3040360380118928
2020-05-06,Hornsby (A),0.14285714285714285,0.02727325455236624
2020-05-06,Hunters Hill (A),0.0,0.0
2020-05-06,Inner West (A),0.14285714285714285,0.1591725296838394
2020-05-06,Ku-ring-gai (A),0.14285714285714285,0.11404391356673502
2020-05-06,Lane Cove (A),0.0,0.09426399578904658
2020-05-06,Liverpool (C),0.0,0.43378917312047793
2020-05-06,Mosman (A),0.0,0.20468431643354457
2020-05-06,North Sydney (A),0.0,0.11110846884169268
2020-05-06,Northern Beaches (A),0.0,0.2035373490724525
2020-05-06,Parramatta (C),0.14285714285714285,0.2556812756525942
2020-05-06,Penrith (C),0.8571428571428571,0.39678369542323866
2020-05-06,Randwick (C),0.2857142857142857,0.1824183932725639
2020-05-06,Ryde (C),0.0,0.11661141545251422
2020-05-06,Strathfield (A),0.2857142857142857,0.3890380991434506
2020-05-06,Sydney (C),0.0,0.1678587263445378
2020-05-06,The Hills Shire (A),0.0,0.23648424915946786
2020-05-06,Waverley (A),0.0,0.14605226155783368
2020-05-06,Willoughby (C),0.0,0.12796270664736067
2020-05-06,Woollahra (A),0.0,0.20889838087786852
2020-05-06,all,3.5714285714285716,0.18829512739482657
2020-05-06,highSE,0.14285714285714285,0.13620803544418741
2020-05-06,lowSE,2.0,0.308545708146762
2020-05-06,midSE,1.4285714285714286,0.16510982484544925
2020-05-07,Bayside (A),0.0,0.1924615179917999
2020-05-07,Blacktown (C),0.14285714285714285,0.2768479121988752
2020-05-07,Burwood (A),0.0,0.23142379209545105
2020-05-07,Camden (A),0.0,0.49749651935167194
2020-05-07,Canada Bay (A),0.2857142857142857,0.11086104884588607
2020-05-07,Canterbury-Bankstown (A),0.0,0.32363782260054746
2020-05-07,Central Coast (C) (NSW),0.0,
2020-05-07,Cumberland (A),0.2857142857142857,0.35687888455010786
2020-05-07,Fairfield (C),0.42857142857142855,0.31994334615183945
2020-05-07,Georges River (A),0.0,0.257940892812976
2020-05-07,Hawkesbury (C),0.0,0.5264919048681458
2020-05-07,Hornsby (A),0.0,0.1489632686246202
2020-05-07,Hunters Hill (A),0.0,0.09629031766476158
2020-05-07,Inner West (A),0.14285714285714285,0.11885457436247218
2020-05-07,Ku-ring-gai (A),0.14285714285714285,0.13254920877258308
2020-05-07,Lane Cove (A),0.0,0.11343539355654875
2020-05-07,Liverpool (C),0.0,0.37983820342401076
2020-05-07,Mosman (A),0.0,0.15006929361022583
2020-05-07,North Sydney (A),0.0,0.12823551826242768
2020-05-07,Northern Beaches (A),0.0,0.15719847676508727
2020-05-07,Parramatta (C),0.14285714285714285,0.241747333082462
2020-05-07,Penrith (C),0.2857142857142857,0.37059870499614384
2020-05-07,Randwick (C),0.14285714285714285,0.17636794550381654
2020-05-07,Ryde (C),0.0,0.07700235678331871
2020-05-07,Strathfield (A),0.2857142857142857,0.2583423370103922
2020-05-07,Sydney (C),0.0,0.17330470779685125
2020-05-07,The Hills Shire (A),0.0,0.21259961241909395
2020-05-07,Waverley (A),0.0,0.18386402866451945
2020-05-07,Willoughby (C),0.0,0.11761357727030465
2020-05-07,Woollahra (A),0.0,0.05162364568891479
2020-05-07,all,2.2857142857142856,0.17192468521324888
2020-05-07,highSE,0.14285714285714285,0.11958464748034354
2020-05-07,lowSE,1.1428571428571428,0.2973807333989808
2020-05-07,midSE,1.0,0.16014237849237242
2020-05-08,Bayside (A),0.0,0.2306922433692126
2020-05-08,Blacktown (C),0.14285714285714285,0.38816657541284255
2020-05-08,Burwood (A),0.0,0.18339460951595798
2020-05-08,Camden (A),0.14285714285714285,0.40015550142971357
2020-05-08,Canada Bay (A),0.2857142857142857,0.17459967602421791
2020-05-08,Canterbury-Bankstown (A),0.0,0.29645520376166073
2020-05-08,Central Coast (C) (NSW),0.14285714285714285,
2020-05-08,Cumberland (A),0.2857142857142857,0.41237296815207863
2020-05-08,Fairfield (C),0.42857142857142855,0.3718601119419985
2020-05-08,Georges River (A),0.0,0.2643193325017612
2020-05-08,Hawkesbury (C),0.0,0.25875180166752665
2020-05-08,Hornsby (A),0.0,0.09323708126741026
2020-05-08,Hunters Hill (A),0.0,0.041461926548185986
2020-05-08,Inner West (A),0.2857142857142857,0.20168480289507892
2020-05-08,Ku-ring-gai (A),0.0,0.23423610771467535
2020-05-08,Lane Cove (A),0.0,0.08828288016904917
2020-05-08,Liverpool (C),0.0,0.3687437181812436
2020-05-08,Mosman (A),0.0,0.33903420666341005
2020-05-08,North Sydney (A),0.0,0.14631067694844002
2020-05-08,Northern Beaches (A),0.0,0.16816330075079244
2020-05-08,Parramatta (C),0.14285714285714285,0.275299835793941
2020-05-08,Penrith (C),0.2857142857142857,0.41478549691895583
2020-05-08,Randwick (C),0.14285714285714285,0.20336673929658322
2020-05-08,Ryde (C),0.0,0.04723071149311022
2020-05-08,Strathfield (A),0.14285714285714285,0.2270673363841375
2020-05-08,Sydney (C),0.0,0.18367753294720798
2020-05-08,The Hills Shire (A),0.0,0.12516272397633604
2020-05-08,Waverley (A),0.0,0.19796280843922315
2020-05-08,Willoughby (C),0.0,0.20760607844112974
2020-05-08,Woollahra (A),0.0,0.23670004362001545
2020-05-08,all,2.4285714285714284,0.21563678825518545
2020-05-08,highSE,0.0,0.18409688245370726
2020-05-08,lowSE,1.2857142857142858,0.29746004521152625
2020-05-08,midSE,1.1428571428571428,0.19397147540342033
2020-05-09,Bayside (A),0.0,0.2897992557530092
2020-05-09,Blacktown (C),0.14285714285714285,0.5189625226093788
2020-05-09,Burwood (A),0.0,0.20693957323675452
2020-05-09,Camden (A),0.14285714285714285,0.6739419250279907
2020-05-09,Canada Bay (A),0.2857142857142857,0.20758870814513095
2020-05-09,Canterbury-Bankstown (A),0.0,0.40409185891593535
2020-05-09,Central Coast (C) (NSW),0.14285714285714285,
2020-05-09,Cumberland (A),0.14285714285714285,0.42508212137804924
2020-05-09,Fairfield (C),0.42857142857142855,0.5038975569217411
2020-05-09,Georges River (A),0.0,0.29427676477789766
2020-05-09,Hawkesbury (C),0.0,
2020-05-09,Hornsby (A),0.0,0.3873013348854385
2020-05-09,Hunters Hill (A),0.0,0.23676854583399426
2020-05-09,Inner West (A),0.2857142857142857,0.21238387592095012
2020-05-09,Ku-ring-gai (A),0.0,0.26059201100284135
2020-05-09,Lane Cove (A),0.0,0.5375622530734416
2020-05-09,Liverpool (C),0.0,0.44879229463670356
2020-05-09,Mosman (A),0.0,0.2593802370690092
2020-05-09,North Sydney (A),0.0,0.180417332571097
2020-05-09,Northern Beaches (A),0.0,0.35371899720944605
2020-05-09,Parramatta (C),0.14285714285714285,0.34787867156852326
2020-05-09,Penrith (C),0.2857142857142857,0.44886289919338884
2020-05-09,Randwick (C),0.14285714285714285,0.23833242778201066
2020-05-09,Ryde (C),0.0,0.2284662032276742
2020-05-09,Strathfield (A),0.14285714285714285,0.18519724048271222
2020-05-09,Sydney (C),0.0,0.20915809173393857
2020-05-09,The Hills Shire (A),0.0,0.35096564954694215
2020-05-09,Waverley (A),0.0,0.27354129134573113
2020-05-09,Willoughby (C),0.0,0.29397023294155994
2020-05-09,Woollahra (A),0.0,0.24277380166217602
2020-05-09,all,2.2857142857142856,0.2948575658175522
2020-05-09,highSE,0.0,0.2812754679552646
2020-05-09,lowSE,1.1428571428571428,0.35637375214764966
2020-05-09,midSE,1.1428571428571428,0.2593059491802581
2020-05-10,Bayside (A),0.0,0.2998180923571958
2020-05-10,Blacktown (C),0.14285714285714285,0.5541940647608128
2020-05-10,Burwood (A),0.0,0.24421390836382556
2020-05-10,Camden (A),0.14285714285714285,0.7234085826081113
2020-05-10,Canada Bay (A),0.2857142857142857,0.30735358247446
2020-05-10,Canterbury-Bankstown (A),0.0,0.4283317719285782
2020-05-10,Central Coast (C) (NSW),0.14285714285714285,
2020-05-10,Cumberland (A),0.14285714285714285,0.49836501619391815
2020-05-10,Fairfield (C),0.42857142857142855,0.5448789831095442
2020-05-10,Georges River (A),0.0,0.38420759525011655
2020-05-10,Hawkesbury (C),0.0,
2020-05-10,Hornsby (A),0.0,0.2697693076901911
2020-05-10,Hunters Hill (A),0.0,
2020-05-10,Inner West (A),0.2857142857142857,0.2700169074192415
2020-05-10,Ku-ring-gai (A),0.0,0.5174503987556981
2020-05-10,Lane Cove (A),0.0,0.2868482688670657
2020-05-10,Liverpool (C),0.0,0.5930027557768205
2020-05-10,Mosman (A),0.0,0.22023254658233954
2020-05-10,North Sydney (A),0.0,0.12393235340240039
2020-05-10,Northern Beaches (A),0.0,0.4501610558623068
2020-05-10,Parramatta (C),0.14285714285714285,0.334326214126659
2020-05-10,Penrith (C),0.2857142857142857,0.3720320934031248
2020-05-10,Randwick (C),0.14285714285714285,0.26587790083489105
2020-05-10,Ryde (C),0.0,0.2210354234283164
2020-05-10,Strathfield (A),0.14285714285714285,0.2906164331912449
2020-05-10,Sydney (C),0.0,0.16846562582620786
2020-05-10,The Hills Shire (A),0.0,0.11158705946835579
2020-05-10,Waverley (A),0.0,0.2311895611858248
2020-05-10,Willoughby (C),0.0,0.29653999616994975
2020-05-10,Woollahra (A),0.0,0.32259352571704253
2020-05-10,all,2.2857142857142856,0.3057553157503224
2020-05-10,highSE,0.0,0.24661121477550532
