date,name,mobility_score,cases_rolling
2020-04-18,Monash (C),0.03415686266086619,0.42857142857142855
2020-04-18,Moonee Valley (C),-0.029090539264798536,0.0
2020-04-18,Moreland (C),0.02452377391959471,0.14285714285714285
2020-04-18,Mornington Peninsula (S),0.12449349567533541,0.2857142857142857
2020-04-18,Nillumbik (S),0.5125688712108053,0.0
2020-04-18,Port Phillip (C),-0.023989856859321427,0.0
2020-04-18,Stonnington (C),-0.06545843065965289,0.2857142857142857
2020-04-18,Whitehorse (C),0.060527208584017354,0.0
2020-04-18,Whittlesea (C),0.09413826031456167,0.0
2020-04-18,Wyndham (C),0.12286526654511111,0.0
2020-04-18,Yarra (C),-0.04202517137976745,0.14285714285714285
2020-04-18,all,-0.021571918938485486,3.5714285714285716
2020-04-18,highSE,-0.03748188367871515,1.1428571428571428
2020-04-18,lowSE,-0.006131803236476336,0.8571428571428571
2020-04-18,midSE,-0.013937089247940284,1.5714285714285714
2020-04-19,Banyule (C),0.11465920780488899,0.5714285714285714
2020-04-19,Bayside (C),0.12972811074812962,0.0
2020-04-19,Boroondara (C),0.015351461510582674,0.0
2020-04-19,Brimbank (C),0.0727859687889655,0.14285714285714285
2020-04-19,Cardinia (S),0.10341074932298767,0.0
2020-04-19,Casey (C),0.14294882484500374,0.2857142857142857
2020-04-19,Darebin (C),0.0920697464347285,0.0
2020-04-19,Frankston (C),0.03612645585770818,0.14285714285714285
2020-04-19,Glen Eira (C),0.07637187000934235,0.0
2020-04-19,Greater Dandenong (C),0.015296547133889575,0.0
2020-04-19,Hobsons Bay (C),0.03846053673620787,0.0
2020-04-19,Hume (C),0.13297852529344026,0.42857142857142855
2020-04-19,Kingston (C) (Vic.),0.12335236320914277,
2020-04-19,Knox (C),0.2238002328308737,0.0
2020-04-19,Manningham (C),0.03996166738856248,0.2857142857142857
2020-04-19,Maribyrnong (C),0.07500216673004001,0.0
2020-04-19,Maroondah (C),0.1427270565524469,0.2857142857142857
2020-04-19,Melbourne (C),0.02589117982608297,0.2857142857142857
2020-04-19,Melton (C),0.19800369804487747,0.0
2020-04-19,Monash (C),0.06400874486241372,0.42857142857142855
2020-04-19,Moonee Valley (C),0.07837397501406747,0.0
